Balticofulvius,Balticofulvius kulickae,35.95,35.95
Balticomaraphis,Balticomaraphis latens,35.95,35.95
Balticovelia,Balticovelia weitschati,35.95,35.95
Bandelnielsenia,Bandelnielsenia chilena,232.5,232.5
Baninus,Baninus thuringiorum,44.5,44.5
Baptista,Baptista vetai,35.95,35.95
Batrachomorphus,Batrachomorphus femoralis,25.715,25.715
Beaconiella,Beaconiella fennahi,244.6,244.6
Beaconiella,Beaconiella multivenata,244.6,244.6
Beaufortiscus,Beaufortiscus dixi,253.17,253.17
Beipiaocoris,Beipiaocoris multifurcus,127.725,127.725
Bekkerscytina,Bekkerscytina primitiva,253.17,253.17
Bellicoris,Bellicoris mirabilis,127.725,127.725
Belmontocarta,Belmontocarta perfecta,253.17,253.17
Belostoma,Belostoma bakeri,0.00585,0.00585
Belostomates,Belostomates speciosum,12.154,12.154
Belpsylla,Belpsylla reticulata,253.17,253.17
Berendtaphis,Berendtaphis cimicoides,35.95,35.95
Bernaea,Bernaea neocomica,127.725,127.725
Berytopsis,Berytopsis femoralis,12.154,12.154
Biamoaphis,Biamoaphis antiqua,35.95,35.95
Bibiticen,Bibiticen hebeiensis,127.725,127.725
Blattoprosbole,Blattoprosbole tomiensis,301.29999999999995,301.29999999999995
Bolbossus,Bolbossus bervoetsi,35.95,35.95
Bolshayanoecia,Bolshayanoecia rasnitsyni,35.95,35.95
Boreocixius,Boreocixius rotundatus,251.685,251.685
Boreocixius,Boreocixius sibiricus,251.685,251.685
Boreoscyta,Boreoscyta latipennis,270.55,270.55
Boreoscyta,Boreoscyta nefasta,270.55,270.55
Borisrohdendorfia,Borisrohdendorfia picturata,270.55,270.55
Bothriobaltia,Bothriobaltia pietrzeniukae,35.95,35.95
Brachymetroides,Brachymetroides atra,17.130000000000003,17.130000000000003
Brachypelta,Brachypelta retrita,31.15,31.15
Brachypelta,Brachypelta rotundata,16.435,16.435
Brachypicritus,Brachypicritus ribesi,35.95,35.95
Brevaphrodella,Brevaphrodella nigra,35.95,35.95
Breviscutum,Breviscutum lunatum,127.725,127.725
Brevisensoria,Brevisensoria incrustata,17.130000000000003,17.130000000000003
Brevrimatus,Brevrimatus pulchalifer,127.2,127.2
Brimaphis,Brimaphis abdita,119.0,119.0
Brimaphis,Brimaphis certa,119.0,119.0
Brimaphis,Brimaphis similis,119.0,119.0
Britannicola,Britannicola senilis,200.3,200.3
Bugyrorinaphis,Bugyrorinaphis bayana,119.0,119.0
Bugyrorinaphis,Bugyrorinaphis unica,119.0,119.0
Bumbacorixa,Bumbacorixa elytralis,119.0,119.0
Buriataphis,Buriataphis soporata,119.0,119.0
Burmacader,Burmacader multivenosus,96.55,96.55
Burmacicada,Burmacicada protera,96.55,96.55
Burmacoccus,Burmacoccus danyi,96.55,96.55
Burmametra,Burmametra macrocarinata,96.55,96.55
Burmitaphis,Burmitaphis prolatum,96.55,96.55
Burmorthezia,Burmorthezia insolita,96.55,96.55
Burmorthezia,Burmorthezia kotejai,96.55,96.55
Burmoselis,Burmoselis evelynae,96.55,96.55
Buzinia,Buzinia couillardi,102.44999999999999,102.44999999999999
Byssoidecerus,Byssoidecerus levigatus,127.725,127.725
Bythoscopus,Bythoscopus homousius,35.95,35.95
Bythoscopus,Bythoscopus lapidescens,48.25,48.25
Bythoscopus,Bythoscopus lunatus,25.715,25.715
Bythoscopus,Bythoscopus melanoneurus,12.154,12.154
Bythoscopus,Bythoscopus muscarius,25.565,25.565
Bythoscopus,Bythoscopus pulcher,57.6,57.6
Bythoscopus,Bythoscopus robustus,25.715,25.715
Bythoscopus,Bythoscopus sepultus,25.715,25.715
Cacalydus,Cacalydus exstirpatus,35.55,35.55
Cacalydus,Cacalydus lapsus,35.55,35.55
Cacheutacicada,Cacheutacicada kurtzae,232.5,232.5
Cacopsylla,Cacopsylla adjuncta,13.789000000000001,13.789000000000001
