"698469","occ","","","75035","Mammuthus primigenius","species","46027","Late Pleistocene","","0.126","0.0117","25311","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"698709","occ","","","75044","Mammuthus primigenius","species","46027","Late Pleistocene","","0.126","0.0117","25314","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"698943","occ","","","75053","Mammut americanum","species","46016","Pleistocene","","2.588","0.0117","25319","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"699224","occ","","","75069","Tetrabelodon angustidens","species","104414","Middle Miocene","","15.97","11.608","24838","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Gomphotherium"
"699347","occ","19639","","56733","Mammuthus meridionalis","species","46026","Early Pleistocene","","2.588","0.781","25340","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"699386","occ","19657","","75087","Tetralophodon longirostris","species","90208","MN 11","","8.7","7.75","25370","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Tetralophodon"
"699387","occ","19658","","75087","Deinotherium giganteum","species","90204","MN 11","","8.7","7.75","25370","Chordata","Mammalia","Proboscidea","Deinotheriidae","Deinotherium"
"699396","occ","","","75089","Tetralophodon longirostris","species","90208","Tortonian","","11.62","7.246","24838","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Tetralophodon"
"699773","occ","","","75169","Deinotherium giganteum","species","90204","MN 11","","8.7","7.75","25370","Chordata","Mammalia","Proboscidea","Deinotheriidae","Deinotherium"
"706244","occ","","","75787","Deinotherium giganteum","species","90204","Serravallian","","13.82","11.62","24838","Chordata","Mammalia","Proboscidea","Deinotheriidae","Deinotherium"
"706297","occ","","","75794","Tetralophodon longirostris","species","90208","Tortonian","","11.62","7.246","24838","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Tetralophodon"
"706298","occ","","","75794","Zygolophodon turicensis","species","95513","Tortonian","","11.62","7.246","24838","Chordata","Mammalia","Proboscidea","Mammutidae","Zygolophodon"
"706299","occ","","","75794","Deinotherium giganteum","species","90204","Tortonian","","11.62","7.246","24838","Chordata","Mammalia","Proboscidea","Deinotheriidae","Deinotherium"
"706338","occ","","","75797","Tetralophodon longirostris","species","90208","Tortonian","","11.62","7.246","24838","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Tetralophodon"
"706360","occ","","","75800","Tetralophodon longirostris","species","90208","Tortonian","","11.62","7.246","24838","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Tetralophodon"
"706362","occ","","","75800","Deinotherium giganteum","species","90204","Tortonian","","11.62","7.246","24838","Chordata","Mammalia","Proboscidea","Deinotheriidae","Deinotherium"
"706387","occ","","","36143","Deinotherium giganteum","species","90204","Late Miocene","","11.608","5.333","24838","Chordata","Mammalia","Proboscidea","Deinotheriidae","Deinotherium"
"706425","occ","","","75802","Tetralophodon longirostris","species","90208","Tortonian","","11.62","7.246","24838","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Tetralophodon"
"706426","occ","","","75802","Zygolophodon turicensis","species","95513","Tortonian","","11.62","7.246","24838","Chordata","Mammalia","Proboscidea","Mammutidae","Zygolophodon"
"706428","occ","","","75802","Deinotherium giganteum","species","90204","Tortonian","","11.62","7.246","24838","Chordata","Mammalia","Proboscidea","Deinotheriidae","Deinotherium"
"706476","occ","","","75803","Tetralophodon longirostris","species","90208","Tortonian","","11.62","7.246","24838","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Tetralophodon"
"706477","occ","","","75803","Zygolophodon turicensis","species","95513","Tortonian","","11.62","7.246","24838","Chordata","Mammalia","Proboscidea","Mammutidae","Zygolophodon"
"706478","occ","","","75803","Zygolophodon tapiroides","species","95508","Tortonian","","11.62","7.246","24838","Chordata","Mammalia","Proboscidea","Mammutidae","Zygolophodon"
"706480","occ","","","75803","Deinotherium giganteum","species","90204","Tortonian","","11.62","7.246","24838","Chordata","Mammalia","Proboscidea","Deinotheriidae","Deinotherium"
"706496","occ","","","36139","Zygolophodon tapiroides","species","95508","Late Miocene","","11.608","5.333","24838","Chordata","Mammalia","Proboscidea","Mammutidae","Zygolophodon"
"706504","occ","","","75805","Zygolophodon tapiroides","species","95508","Miocene","","23.03","5.333","24838","Chordata","Mammalia","Proboscidea","Mammutidae","Zygolophodon"
"706505","occ","","","75806","Zygolophodon tapiroides","species","95508","Tortonian","","11.62","7.246","24838","Chordata","Mammalia","Proboscidea","Mammutidae","Zygolophodon"
"706506","occ","","","75806","Zygolophodon tapiroides","species","95508","Tortonian","","11.62","7.246","24838","Chordata","Mammalia","Proboscidea","Mammutidae","Zygolophodon"
"706508","occ","","","75807","Zygolophodon tapiroides","species","95508","Tortonian","","11.62","7.246","24838","Chordata","Mammalia","Proboscidea","Mammutidae","Zygolophodon"
"706509","occ","","","75807","Deinotherium giganteum","species","90204","Tortonian","","11.62","7.246","24838","Chordata","Mammalia","Proboscidea","Deinotheriidae","Deinotherium"
"706511","occ","","","75809","Zygolophodon tapiroides","species","95508","Late Miocene","","11.608","5.333","24838","Chordata","Mammalia","Proboscidea","Mammutidae","Zygolophodon"
"706656","occ","","","75852","Zygolophodon tapiroides","species","95508","Late Miocene","","11.608","5.333","24838","Chordata","Mammalia","Proboscidea","Mammutidae","Zygolophodon"
"706657","occ","","","75852","Zygolophodon tapiroides","species","95508","Late Miocene","","11.608","5.333","24838","Chordata","Mammalia","Proboscidea","Mammutidae","Zygolophodon"
"711922","occ","","","76289","Tetrabelodon angustidens","species","104414","Early Pliocene","","5.333","3.6","24838","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Gomphotherium"
"711923","occ","","","76289","Zygolophodon tapiroides","species","95508","Early Pliocene","","5.333","3.6","24838","Chordata","Mammalia","Proboscidea","Mammutidae","Zygolophodon"
"711938","occ","","","76293","Zygolophodon tapiroides","species","95508","Messinian","","7.246","5.333","24838","Chordata","Mammalia","Proboscidea","Mammutidae","Zygolophodon"
"711940","occ","","","76294","Zygolophodon tapiroides","species","95508","Early Pliocene","","5.333","3.6","24838","Chordata","Mammalia","Proboscidea","Mammutidae","Zygolophodon"
"711941","occ","","","76295","Deinotherium giganteum","species","90204","Early Pliocene","","5.333","3.6","24838","Chordata","Mammalia","Proboscidea","Deinotheriidae","Deinotherium"
"711942","occ","","","76296","Zygolophodon tapiroides","species","95508","Early Pliocene","","5.333","3.6","24838","Chordata","Mammalia","Proboscidea","Mammutidae","Zygolophodon"
"711945","occ","","","76298","Deinotherium giganteum","species","90204","Early Pliocene","","5.333","3.6","24838","Chordata","Mammalia","Proboscidea","Deinotheriidae","Deinotherium"
"711946","occ","","","76299","Tetrabelodon angustidens","species","104414","Tortonian","","11.62","7.246","24838","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Gomphotherium"
"711947","occ","","","76299","Tetralophodon longirostris","species","90208","Tortonian","","11.62","7.246","24838","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Tetralophodon"
"711948","occ","","","76299","Deinotherium giganteum","species","90204","Tortonian","","11.62","7.246","24838","Chordata","Mammalia","Proboscidea","Deinotheriidae","Deinotherium"
"711958","occ","","","76302","Zygolophodon tapiroides","species","95508","Early Pliocene","","5.333","3.6","24838","Chordata","Mammalia","Proboscidea","Mammutidae","Zygolophodon"
"711963","occ","","","76303","Deinotherium giganteum","species","90204","Early Pliocene","","5.333","3.6","24838","Chordata","Mammalia","Proboscidea","Deinotheriidae","Deinotherium"
"711966","occ","","","76305","Zygolophodon tapiroides","species","95508","Early Pliocene","","5.333","3.6","24838","Chordata","Mammalia","Proboscidea","Mammutidae","Zygolophodon"
"711978","occ","","","76306","Zygolophodon tapiroides","species","95508","Early Pliocene","","5.333","3.6","24838","Chordata","Mammalia","Proboscidea","Mammutidae","Zygolophodon"
"711986","occ","","","76308","Deinotherium giganteum","species","90204","Early Pliocene","","5.333","3.6","24838","Chordata","Mammalia","Proboscidea","Deinotheriidae","Deinotherium"
"711988","occ","","","76309","Zygolophodon tapiroides","species","95508","Early Pliocene","","5.333","3.6","24838","Chordata","Mammalia","Proboscidea","Mammutidae","Zygolophodon"
"712009","occ","","","76312","Deinotherium giganteum","species","90204","Early Pliocene","","5.333","3.6","24838","Chordata","Mammalia","Proboscidea","Deinotheriidae","Deinotherium"
"712011","occ","","","76313","Tetralophodon longirostris","species","90208","Tortonian","","11.62","7.246","24838","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Tetralophodon"
"712013","occ","","","76314","Zygolophodon tapiroides","species","95508","Early Pliocene","","5.333","3.6","24838","Chordata","Mammalia","Proboscidea","Mammutidae","Zygolophodon"
"712014","occ","","","76314","Deinotherium giganteum","species","90204","Early Pliocene","","5.333","3.6","24838","Chordata","Mammalia","Proboscidea","Deinotheriidae","Deinotherium"
"712983","occ","","","76499","Zygolophodon tapiroides","species","95508","Early Pliocene","Late Pliocene","5.333","2.588","24838","Chordata","Mammalia","Proboscidea","Mammutidae","Zygolophodon"
"713123","occ","","","76508","Mammuthus meridionalis","species","46026","Late Pliocene","","3.6","2.588","24838","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"713146","occ","","","76509","Zygolophodon tapiroides","species","95508","Late Pliocene","","3.6","2.588","24838","Chordata","Mammalia","Proboscidea","Mammutidae","Zygolophodon"
"713147","occ","","","76509","Mammuthus meridionalis","species","46026","Late Pliocene","","3.6","2.588","24838","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"713148","occ","","","76510","Mammuthus meridionalis","species","46026","Late Pliocene","","3.6","2.588","24838","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"713670","occ","","","76527","Mammuthus meridionalis","species","46026","Gelasian","","2.588","1.806","24838","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"713677","occ","","","76529","Mammuthus meridionalis","species","46026","Gelasian","","2.588","1.806","24838","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"713692","occ","","","76530","Mammuthus meridionalis","species","46026","Late Pliocene","","3.6","2.588","24838","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"713702","occ","","","76531","Mammuthus meridionalis","species","46026","Late Pliocene","","3.6","2.588","24838","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"713706","occ","","","76533","Mammuthus meridionalis","species","46026","Late Pliocene","","3.6","2.588","24838","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"713712","occ","","","76534","Mammuthus meridionalis","species","46026","Late Pliocene","","3.6","2.588","24838","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"713750","occ","","","76536","Zygolophodon tapiroides","species","95508","Pliocene","","5.333","2.588","24838","Chordata","Mammalia","Proboscidea","Mammutidae","Zygolophodon"
"713771","occ","","","76540","Zygolophodon tapiroides","species","95508","Pliocene","","5.333","2.588","24838","Chordata","Mammalia","Proboscidea","Mammutidae","Zygolophodon"
"713772","occ","","","76541","Zygolophodon tapiroides","species","95508","Pliocene","","5.333","2.588","24838","Chordata","Mammalia","Proboscidea","Mammutidae","Zygolophodon"
"713773","occ","","","76542","Zygolophodon tapiroides","species","95508","Pliocene","","5.333","2.588","24838","Chordata","Mammalia","Proboscidea","Mammutidae","Zygolophodon"
"713774","occ","","","76543","Zygolophodon tapiroides","species","95508","Pliocene","","5.333","2.588","24838","Chordata","Mammalia","Proboscidea","Mammutidae","Zygolophodon"
"713776","occ","","","76546","Zygolophodon tapiroides","species","95508","Pliocene","","5.333","2.588","24838","Chordata","Mammalia","Proboscidea","Mammutidae","Zygolophodon"
"713810","occ","","","76553","Tetralophodon longirostris","species","90208","Late Miocene","","11.608","5.333","24838","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Tetralophodon"
"713823","occ","","","76558","Zygolophodon tapiroides","species","95508","Pliocene","","5.333","2.588","24838","Chordata","Mammalia","Proboscidea","Mammutidae","Zygolophodon"
"713824","occ","","","76559","Zygolophodon tapiroides","species","95508","Pliocene","","5.333","2.588","24838","Chordata","Mammalia","Proboscidea","Mammutidae","Zygolophodon"
"713826","occ","","","76560","Zygolophodon tapiroides","species","95508","Pliocene","","5.333","2.588","24838","Chordata","Mammalia","Proboscidea","Mammutidae","Zygolophodon"
"724177","occ","","","77773","Mammuthus meridionalis","species","46026","Gelasian","Early Pleistocene","2.588","0.781","26265","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"724291","occ","","","77779","Prodeinotherium pentapotamiae","species","104731","MN 3","","20","16.9","23349","Chordata","Mammalia","Proboscidea","Deinotheriidae","Prodeinotherium"
"724306","occ","","","77780","Prodeinotherium pentapotamiae","species","104731","MN 3","","20","16.9","23349","Chordata","Mammalia","Proboscidea","Deinotheriidae","Prodeinotherium"
"725858","occ","","","77750","Mammuthus primigenius","species","46027","Early Pleistocene","","2.588","0.781","26261","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"725876","occ","","","77767","Palaeoloxodon antiquus","species","159781","Gelasian","","2.588","1.806","26261","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas"
"725898","occ","","","48093","Mammuthus meridionalis","species","46026","Gelasian","","2.588","1.806","26261","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"725900","occ","","","78016","Mammuthus meridionalis","species","46026","Gelasian","","2.588","1.806","26261","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"726470","occ","","","78058","Tetralophodon longirostris","species","90208","MN 7 + 8","","12.75","11.1","26329","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Tetralophodon"
"731815","occ","","","78578","Stegomastodon platensis","species","117324","Lujanian","","0.781","0.012","26422","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Stegomastodon"
"731818","occ","","","78579","Stegomastodon platensis","species","117324","Lujanian","","0.781","0.012","26422","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Stegomastodon"
"740484","occ","","","79623","Mammuthus columbi","species","46017","Late Pleistocene","","0.126","0.0117","26727","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"740497","occ","","","79626","Mammuthus columbi","species","46017","Late Pleistocene","","0.126","0.0117","26730","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"740567","occ","","","79632","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","26749","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"741162","occ","","","79700","Moeritherium lyonsi","species","86190","Priabonian","","38","33.9","26772","Chordata","Mammalia","Proboscidea","Moeritheriidae","Moeritherium"
"741163","occ","","","79700","Moeritherium gracile","species","86197","Priabonian","","38","33.9","36316","Chordata","Mammalia","Proboscidea","Moeritheriidae","Moeritherium"
"741164","occ","","","79700","Barytherium grave","species","86206","Priabonian","","38","33.9","26772","Chordata","Mammalia","Proboscidea","Barytheriidae","Barytherium"
"742615","occ","","","53970","Tetrabelodon angustidens","species","104414","MN 4","","16.9","15.97","26934","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Gomphotherium"
"742616","occ","","","53970","Mastodon spenceri","species","120902","MN 4","","16.9","15.97","26934","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"750046","occ","","","80234","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","26822","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"768230","occ","","","82056","Mammut americanum","species","46016","Pleistocene","","2.588","0.0117","27182","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"768231","occ","","","82057","Mammut americanum","species","46016","Pleistocene","","2.588","0.0117","27182","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"768232","occ","","","82056","Mammuthus columbi","species","46017","Pleistocene","","2.588","0.0117","27182","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"774085","occ","","","83056","Mammut americanum","species","46016","Pleistocene","","2.588","0.0117","1846","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"774121","occ","","","83069","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","27902","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"788257","occ","","","85137","Mammuthus columbi","species","46017","Pleistocene","","2.588","0.0117","28647","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"788258","occ","","","85137","Mammuthus columbi","species","46017","Pleistocene","","2.588","0.0117","28647","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"788259","occ","","","85137","Mammut americanum","species","46016","Pleistocene","","2.588","0.0117","28647","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"788260","occ","","","85137","Gomphotherium gratum","species","161006","Pleistocene","","2.588","0.0117","54433","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Gomphotherium"
"799317","occ","","","86962","Mammuthus columbi","species","46017","Neogene","","23.03","2.588","12164","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"799318","occ","","","86963","Mammuthus columbi","species","46017","Pleistocene","","2.588","0.0117","12164","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"804373","occ","","","87723","Prodeinotherium pentapotamiae","species","104731","Burdigalian","","20.44","15.97","11991","Chordata","Mammalia","Proboscidea","Deinotheriidae","Prodeinotherium"
"805389","occ","","","87489","Anancus perimensis","species","161974","Zanclean","","5.333","3.6","29547","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Anancus"
"829677","occ","","","91527","Mammuthus columbi","species","46017","Late Pleistocene","","0.126","0.0117","30838","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"829790","occ","22160","","91549","Neodesmostylus primigenius","species","72062","Pleistocene","","2.588","0.0117","30851","Chordata","Mammalia","Proboscidea","","Neodesmostylus"
"833229","occ","","","92437","Elephas falconeri","species","159780","Pleistocene","","2.588","0.0117","31146","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas"
"833270","occ","","","77353","Eritherium azzouzorum","species","157502","Thanetian","","59.2","56","31170","Chordata","Mammalia","Proboscidea","","Eritherium"
"833490","occ","","","92494","Mammuthus columbi","species","46017","Pleistocene","","2.588","0.0117","31181","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"833826","occ","","","92640","Deinotherium giganteum","species","90204","MN 7 + 8","","12.75","11.1","31215","Chordata","Mammalia","Proboscidea","Deinotheriidae","Deinotherium"
"837591","occ","","","92921","Stegodibelodon schneideri","species","159710","Pliocene","","5.333","2.588","31390","Chordata","Mammalia","Proboscidea","Elephantidae","Stegodibelodon"
"837684","occ","","","33295","Mammuthus lamarmorae","species","159784","Vallesian","Turolian","11.608","5.333","31399","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"837685","occ","","","92951","Mammuthus exilis","species","46019","Late Pleistocene","","0.126","0.0117","31401","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"837718","occ","","","71873","Prodeinotherium bavaricum","species","96590","MN 4","","16.9","15.97","31402","Chordata","Mammalia","Proboscidea","Deinotheriidae","Prodeinotherium"
"837719","occ","","","71873","Tetrabelodon angustidens","species","104414","MN 4","","16.9","15.97","31402","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Gomphotherium"
"837735","occ","","","92954","Mammuthus primigenius","species","46027","Late Pleistocene","","0.126","0.0117","31407","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"837738","occ","","","92955","Mammuthus primigenius","species","46027","Holocene","","0.0117","0","31408","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"838779","occ","","","93103","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","3185","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"838780","occ","","","93103","Mammuthus columbi","species","46017","Late Pleistocene","","0.126","0.0117","3185","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"839000","occ","","","93136","Stegomastodon aftoniae","species","161001","Early Pleistocene","","2.588","0.781","2707","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Stegomastodon"
"839088","occ","","","93142","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","31473","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"839963","occ","","","93180","Mammuthus primigenius","species","46027","Pleistocene","","2.588","0.0117","31485","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"840124","occ","","","93182","Mammuthus columbi","species","46017","Late Pleistocene","","0.126","0.0117","31487","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"841089","occ","","","93235","Stegomastodon waringi","species","252389","Late Pleistocene","Holocene","0.126","0","31515","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Stegomastodon"
"841165","occ","","","93246","Mammuthus columbi","species","46017","Late Pleistocene","","0.126","0.0117","31522","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"841166","occ","","","93246","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","31522","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"841223","occ","","","93251","Mammuthus columbi","species","46017","Late Pleistocene","","0.126","0.0117","31525","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"841369","occ","","","93275","Mammuthus columbi","species","46017","Late Pleistocene","","0.126","0.0117","31540","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"841751","occ","","","93333","Mammuthus columbi","species","46017","Late Pleistocene","","0.126","0.0117","31579","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"841774","occ","","","93339","Mammuthus primigenius","species","46027","Late Pleistocene","","0.126","0.0117","31581","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"841982","occ","","","93377","Mammut americanum","species","46016","Late Pleistocene","Holocene","0.126","0","31597","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"842288","occ","","","93486","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","31631","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"842403","occ","","","93502","Mammuthus columbi","species","46017","Pleistocene","","2.588","0.0117","31642","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"842404","occ","","","93504","Mammuthus columbi","species","46017","Pleistocene","","2.588","0.0117","31642","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"842405","occ","","","93505","Mammuthus columbi","species","46017","Pleistocene","","2.588","0.0117","31642","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"842406","occ","","","93506","Mammuthus columbi","species","46017","Pleistocene","","2.588","0.0117","31642","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"842420","occ","","","93507","Mammut americanum","species","46016","Pleistocene","","2.588","0.0117","31642","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"842421","occ","","","93508","Mammuthus columbi","species","46017","Pleistocene","","2.588","0.0117","31642","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"842422","occ","","","93509","Mammuthus columbi","species","46017","Pleistocene","","2.588","0.0117","31642","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"842423","occ","","","93510","Mammuthus columbi","species","46017","Pleistocene","","2.588","0.0117","31642","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"842424","occ","","","93511","Mammuthus columbi","species","46017","Pleistocene","","2.588","0.0117","31642","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"842425","occ","","","93512","Mammuthus columbi","species","46017","Pleistocene","","2.588","0.0117","31642","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"842426","occ","","","93513","Mammuthus columbi","species","46017","Pleistocene","","2.588","0.0117","31642","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"842427","occ","","","93514","Mammuthus columbi","species","46017","Pleistocene","","2.588","0.0117","31642","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"842428","occ","","","93515","Mammuthus columbi","species","46017","Pleistocene","","2.588","0.0117","31642","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"842429","occ","","","93516","Mammut americanum","species","46016","Pleistocene","","2.588","0.0117","31642","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"842430","occ","","","93517","Mastodon bumiajuensis","species","161897","Early Pleistocene","","2.588","0.781","31625","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"842432","occ","","","93519","Mastodon bumiajuensis","species","161897","Early Pleistocene","","2.588","0.781","31625","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"842438","occ","","","93520","Stegodon trigonocephalus","species","161878","Early Pleistocene","","2.588","0.781","31625","Chordata","Mammalia","Proboscidea","Elephantidae","Stegodon"
"842450","occ","","","93521","Stegodon trigonocephalus","species","161878","Early Pleistocene","","2.588","0.781","31625","Chordata","Mammalia","Proboscidea","Elephantidae","Stegodon"
"842466","occ","","","93522","Stegodon trigonocephalus","species","161878","Early Pleistocene","","2.588","0.781","31625","Chordata","Mammalia","Proboscidea","Elephantidae","Stegodon"
"842483","occ","","","93523","Stegodon trigonocephalus","species","161878","Late Pleistocene","","0.126","0.0117","31625","Chordata","Mammalia","Proboscidea","Elephantidae","Stegodon"
"842497","occ","","","93524","Elephas maximus","species","104147","Late Pleistocene","","0.126","0.0117","31625","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas"
"842513","occ","","","93525","Archidiskodon celebensis","species","161899","Early Pleistocene","","2.588","0.781","31625","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"842518","occ","","","93525","Stegodon sompoensis","species","161880","Early Pleistocene","","2.588","0.781","31625","Chordata","Mammalia","Proboscidea","Elephantidae","Stegodon"
"842781","occ","","","93543","Archidiskodon celebensis","species","161899","Late Pliocene","","3.6","2.588","31625","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"842784","occ","","","93543","Stegodon sompoensis","species","161880","Late Pliocene","","3.6","2.588","31625","Chordata","Mammalia","Proboscidea","Elephantidae","Stegodon"
"842786","occ","","","93545","Archidiskodon celebensis","species","161899","Late Pliocene","","3.6","2.588","31625","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"842789","occ","","","93546","Stegodon sompoensis","species","161880","Late Pliocene","","3.6","2.588","31625","Chordata","Mammalia","Proboscidea","Elephantidae","Stegodon"
"842790","occ","","","93546","Archidiskodon celebensis","species","161899","Late Pliocene","","3.6","2.588","31625","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"842800","occ","","","93548","Archidiskodon celebensis","species","161899","Late Pliocene","","3.6","2.588","31625","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"842840","occ","","","93555","Mammuthus primigenius","species","46027","Late Pleistocene","","0.126","0.0117","31685","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"842869","occ","","","93557","Mammuthus columbi","species","46017","Pleistocene","","2.588","0.0117","31687","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"843028","occ","","","93599","Mammuthus columbi","species","46017","Late Pleistocene","","0.126","0.0117","31714","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"843165","occ","","","93567","Stegodon sompoensis","species","161880","Late Pliocene","","3.6","2.588","31625","Chordata","Mammalia","Proboscidea","Elephantidae","Stegodon"
"843166","occ","","","93622","Archidiskodon celebensis","species","161899","Late Pliocene","","3.6","2.588","31625","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"843167","occ","","","93623","Stegodon sompoensis","species","161880","Late Pliocene","","3.6","2.588","31625","Chordata","Mammalia","Proboscidea","Elephantidae","Stegodon"
"843172","occ","","","93623","Archidiskodon celebensis","species","161899","Late Pliocene","","3.6","2.588","31625","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"843173","occ","","","93624","Archidiskodon celebensis","species","161899","Late Pliocene","","3.6","2.588","31625","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
