"198047","occ","","","20403","Cuvieronius tropicus","species","45650","Irvingtonian","","1.8","0.3","3574","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Cuvieronius"
"198075","occ","9633","","20409","Mammuthus columbi","species","46017","Irvingtonian","","1.8","0.3","939","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"198076","occ","9634","","20409","Mammuthus hayi","species","44254","Irvingtonian","","1.8","0.3","939","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"198093","occ","9637","","20412","Morrillia barbouri","species","52217","Irvingtonian","","1.8","0.3","6206","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Morrillia"
"198094","occ","","","20412","Mammuthus columbi","species","46017","Irvingtonian","","1.8","0.3","3083","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"198141","occ","","","20418","Mammuthus columbi","species","46017","Irvingtonian","","1.8","0.3","1200","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"198152","occ","9647","","20420","Mammuthus columbi","species","46017","Irvingtonian","","1.8","0.3","6294","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"198237","occ","","","20432","Mammuthus hayi","species","44254","Irvingtonian","","1.8","0.3","3574","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"198295","occ","","","20440","Mammuthus columbi","species","46017","Rancholabrean","","0.3","0.012","2050","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"198347","occ","","","20452","Mammuthus columbi","species","46017","Irvingtonian","","1.8","0.3","2725","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"198366","occ","","","20454","Mammut americanum","species","46016","Irvingtonian","","1.8","0.3","2725","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"198367","occ","9676","","20454","Mammuthus hayi","species","44254","Irvingtonian","","1.8","0.3","6294","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"198448","occ","","","20475","Cuvieronius tropicus","species","45650","Irvingtonian","","1.8","0.3","2615","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Cuvieronius"
"198449","occ","","","20475","Mammuthus hayi","species","44254","Irvingtonian","","1.8","0.3","2615","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"198502","occ","","","20478","Cuvieronius tropicus","species","45650","Irvingtonian","","1.8","0.3","2615","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Cuvieronius"
"198503","occ","","","20478","Mammut americanum","species","46016","Irvingtonian","","1.8","0.3","3567","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"198537","occ","","","20479","Mammut americanum","species","46016","Irvingtonian","","1.8","0.3","1628","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"198551","occ","9719","","20482","Mammuthus hayi","species","44254","Irvingtonian","","1.8","0.3","6294","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"198552","occ","9720","","20482","Cuvieronius tropicus","species","45650","Irvingtonian","","1.8","0.3","3574","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Cuvieronius"
"198620","occ","","","20491","Mammut americanum","species","46016","Rancholabrean","","0.3","0.012","3580","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"198654","occ","","","20494","Cuvieronius tropicus","species","45650","Irvingtonian","","1.8","0.3","2615","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Cuvieronius"
"198676","occ","9740","","20498","Morrillia barbouri","species","52217","Irvingtonian","","1.8","0.3","2392","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Morrillia"
"198677","occ","9741","","20498","Mammuthus hayi","species","44254","Irvingtonian","","1.8","0.3","6294","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"198700","occ","","","20500","Mammuthus columbi","species","46017","Irvingtonian","","1.8","0.3","1916","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"198853","occ","","","20516","Mammuthus columbi","species","46017","Irvingtonian","","1.8","0.3","3099","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"198880","occ","","","20520","Mammut americanum","species","46016","Irvingtonian","","1.8","0.3","3567","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"198891","occ","9775","","20522","Mammuthus columbi","species","46017","Irvingtonian","","1.8","0.3","939","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"198913","occ","","","20527","Mammuthus columbi","species","46017","Irvingtonian","","1.8","0.3","2018","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"198957","occ","9790","","20530","Mammuthus columbi","species","46017","Irvingtonian","","1.8","0.3","6202","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"198978","occ","","","20533","Mammuthus columbi","species","46017","Irvingtonian","","1.8","0.3","1302","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"198990","occ","9802","","20538","Morrillia barbouri","species","52217","Irvingtonian","","1.8","0.3","6294","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Morrillia"
"198991","occ","","","20538","Mammuthus columbi","species","46017","Irvingtonian","","1.8","0.3","2392","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"199009","occ","","","20543","Mammuthus hayi","species","44254","Irvingtonian","","1.8","0.3","2391","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"199011","occ","","","20545","Mammuthus primigenius","species","46027","Irvingtonian","","1.8","0.3","4222","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"199012","occ","9805","","20546","Mammuthus hayi","species","44254","Irvingtonian","","1.8","0.3","6294","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"199016","occ","","","20549","Mammuthus columbi","species","46017","Irvingtonian","","1.8","0.3","2320","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"199076","occ","","","20556","Mammut americanum","species","46016","Irvingtonian","","1.8","0.3","2896","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"199165","occ","","","20563","Mammuthus hayi","species","44254","Irvingtonian","","1.8","0.3","1200","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"199197","occ","","","20568","Mammuthus columbi","species","46017","Irvingtonian","","1.8","0.3","6202","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"199224","occ","","","20569","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","6225","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"199225","occ","9846","","20569","Mammuthus columbi","species","46017","Late Pleistocene","","0.126","0.0117","6225","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"199273","occ","","","20572","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","3567","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"199325","occ","","","20577","Mammuthus primigenius","species","46027","Late Pleistocene","","0.126","0.0117","2654","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"199352","occ","","","20581","Mammuthus columbi","species","46017","Late Pleistocene","","0.126","0.0117","3132","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"199354","occ","","","20583","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","1785","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"199360","occ","","","20585","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","2018","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"199361","occ","","","20585","Mammuthus columbi","species","46017","Late Pleistocene","","0.126","0.0117","2018","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"199396","occ","","","20590","Mammuthus columbi","species","46017","Late Pleistocene","","0.126","0.0117","1785","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"199407","occ","","","20591","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","1962","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"199408","occ","","","20591","Mammuthus columbi","species","46017","Late Pleistocene","","0.126","0.0117","1962","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"199500","occ","","","20601","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","1786","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"199513","occ","","","20603","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","2784","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"199514","occ","","","20603","Mammuthus columbi","species","46017","Late Pleistocene","","0.126","0.0117","2784","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"199545","occ","","","20604","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","1962","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"199567","occ","","","20605","Mammuthus columbi","species","46017","Late Pleistocene","","0.126","0.0117","1907","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"199597","occ","","","20609","Mammuthus columbi","species","46017","Late Pleistocene","","0.126","0.0117","2018","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"199606","occ","","","20610","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","1785","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"199613","occ","","","20612","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","2501","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"199629","occ","","","20613","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","1962","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"199630","occ","","","20613","Mammuthus columbi","species","46017","Late Pleistocene","","0.126","0.0117","1962","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"199647","occ","","","20615","Mammuthus columbi","species","46017","Late Pleistocene","","0.126","0.0117","1200","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"199671","occ","","","20617","Mammuthus columbi","species","46017","Late Pleistocene","","0.126","0.0117","1766","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"199675","occ","","","20618","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","1785","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"199755","occ","","","20626","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","1785","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"199756","occ","9908","","20626","Mammuthus primigenius","species","46027","Late Pleistocene","","0.126","0.0117","1785","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"199844","occ","","","20636","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","24950","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"199851","occ","","","20637","Mammuthus columbi","species","46017","Late Pleistocene","","0.126","0.0117","2018","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"199871","occ","","","20638","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","3567","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"199919","occ","","","20641","Mammuthus columbi","species","46017","Late Pleistocene","","0.126","0.0117","2589","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"199973","occ","","","20647","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","3567","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"200022","occ","","","20653","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","3567","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"212018","occ","","","21294","Deinotherium bozasi","species","157873","Calabrian","","1.806","0.781","4454","Chordata","Mammalia","Proboscidea","Deinotheriidae","Deinotherium"
"212126","occ","","","21332","Primelephas korotorensis","species","227257","Messinian","Piacenzian","7.246","2.588","4648","Chordata","Mammalia","Proboscidea","Elephantidae","Primelephas"
"212127","occ","","","21332","Stegotetrabelodon orbus","species","159434","Messinian","Piacenzian","7.246","2.588","4648","Chordata","Mammalia","Proboscidea","Elephantidae","Stegotetrabelodon"
"212200","occ","","","21336","Deinotherium bozasi","species","157873","Zanclean","","5.333","3.6","4648","Chordata","Mammalia","Proboscidea","Deinotheriidae","Deinotherium"
"212390","occ","","","21402","Palaeoloxodon recki","species","133588","Calabrian","","1.806","0.781","10215","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas"
"212817","occ","","","21539","Deinotherium bozasi","species","157873","Gelasian","","2.588","1.806","10214","Chordata","Mammalia","Proboscidea","Deinotheriidae","Deinotherium"
"213135","occ","","","21690","Loxodonta africana","species","157817","Holocene","","0.0117","0","4792","Chordata","Mammalia","Proboscidea","Elephantidae","Loxodonta"
"213211","occ","","","21692","Loxodonta africana","species","157817","Holocene","","0.0117","0","4801","Chordata","Mammalia","Proboscidea","Elephantidae","Loxodonta"
"213319","occ","","","21762","Deinotherium bozasi","species","157873","Piacenzian","","3.6","2.588","4782","Chordata","Mammalia","Proboscidea","Deinotheriidae","Deinotherium"
"213323","occ","","","21762","Palaeoloxodon recki","species","133588","Piacenzian","","3.6","2.588","4782","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas"
"213343","occ","","","21783","Deinotherium bozasi","species","157873","Piacenzian","","3.6","2.588","4847","Chordata","Mammalia","Proboscidea","Deinotheriidae","Deinotherium"
"213376","occ","","","21785","Deinotherium bozasi","species","157873","Piacenzian","","3.6","2.588","4782","Chordata","Mammalia","Proboscidea","Deinotheriidae","Deinotherium"
"213383","occ","","","21785","Palaeoloxodon recki","species","133588","Piacenzian","","3.6","2.588","4782","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas"
"213551","occ","","","21855","Prodeinotherium hobleyi","species","104729","Early Miocene","Middle Miocene","23.03","11.608","4922","Chordata","Mammalia","Proboscidea","Deinotheriidae","Prodeinotherium"
"213723","occ","","","21878","Loxodonta africana","species","157817","Holocene","","0.0117","0","5222","Chordata","Mammalia","Proboscidea","Elephantidae","Loxodonta"
"213838","occ","","","21893","Loxodonta africana","species","157817","Middle Pleistocene","Late Pleistocene","0.781","0.0117","5226","Chordata","Mammalia","Proboscidea","Elephantidae","Loxodonta"
"213945","occ","","","21907","Palaeoloxodon recki","species","133588","Holocene","","0.0117","0","5221","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas"
"214067","occ","","","21923","Palaeoloxodon recki","species","133588","Calabrian","","1.806","0.781","5214","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas"
"214100","occ","","","21936","Loxodonta africana","species","157817","Holocene","","0.0117","0","5242","Chordata","Mammalia","Proboscidea","Elephantidae","Loxodonta"
