"occurrence_no","record_type","reid_no","flags","collection_no","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no","phylum","class","order","family","genus","image_no","lng","lat"
"872765","occ","","","96743","Mammuthus meridionalis","species","46026","Pliocene","","5.333","2.588","32997","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1672","10.603611","43.596943"
"872767","occ","","","96744","Mammuthus meridionalis","species","46026","Pleistocene","","2.588","0.0117","32997","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1672","10.590833","43.566944"
"872768","occ","","","96745","Palaeoloxodon antiquus","species","159781","Pleistocene","","2.588","0.0117","32997","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas","1672","10.521111","43.560001"
"872769","occ","","","96747","Mammuthus meridionalis","species","46026","Pleistocene","","2.588","0.0117","32997","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1672","10.508611","43.569168"
"872867","occ","","","96763","Mammuthus meridionalis","species","46026","Pleistocene","","2.588","0.0117","32997","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1672","10.491389","43.534721"
"872880","occ","","","96772","Mammuthus meridionalis","species","46026","Pliocene","","5.333","2.588","32997","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1672","10.792500","43.403332"
"872910","occ","","","96782","Palaeoloxodon antiquus","species","159781","Late Pleistocene","","0.126","0.0117","33015","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas","1672","-2.249444","50.081112"
"874080","occ","","","96899","Mammut","genus","43274","Pleistocene","","2.588","0.0117","33083","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-81.503891","31.221111"
"874094","occ","","","77596","Mammut","genus","43274","Pleistocene","","2.588","0.0117","33085","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-81.540001","31.191944"
"874095","occ","","","77596","Mammut americanum","species","46016","Pleistocene","","2.588","0.0117","33085","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-81.540001","31.191944"
"874102","occ","","","96899","Mammuthus columbi","species","46017","Pleistocene","","2.588","0.0117","33085","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1672","-81.503891","31.221111"
"874103","occ","","","96899","Mammut americanum","species","46016","Pleistocene","","2.588","0.0117","33085","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-81.503891","31.221111"
"876610","occ","","","97221","Palaeomastodon","genus","43251","Oligocene","","33.9","23.03","33160","Chordata","Mammalia","Proboscidea","","Palaeomastodon","1148","39.750000","21.679167"
"876611","occ","","","97221","Mammutidae","family","43273","Oligocene","","33.9","23.03","33160","Chordata","Mammalia","Proboscidea","Mammutidae","","1148","39.750000","21.679167"
"876612","occ","","","97221","Gomphotherium","genus","43247","Oligocene","","33.9","23.03","33160","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Gomphotherium","1255","39.750000","21.679167"
"888625","occ","","","98313","Cuvieronius tropicus","species","45650","Blancan","Irvingtonian","4.9","0.3","33964","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Cuvieronius","1254","-82.099998","29.799999"
"903344","occ","","","101392","Mammut","genus","43274","Late Pleistocene","","0.126","0.0117","34579","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-85.616669","41.400002"
"903345","occ","","","101393","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","34581","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-89.933334","35.516666"
"903346","occ","23648","","101394","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","34583","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-82.966667","40.808334"
"903351","occ","","","101395","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","34583","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-80.766670","32.216667"
"903352","occ","","","101396","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","34583","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-80.133331","32.700001"
"906536","occ","","","101898","Palaeoloxodon naumanni","species","159799","Late Pleistocene","","0.126","0.0117","34644","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas","1672","141.429718","41.401943"
"906596","occ","","","101899","Palaeoloxodon naumanni","species","159799","Late Pleistocene","","0.126","0.0117","34644","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas","1672","141.429718","41.401943"
"912924","occ","","","103358","Mammuthus","genus","43266","Late Pleistocene","","0.126","0.0117","34877","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1672","-81.769165","36.957500"
"914544","occ","","","103794","Mammuthus primigenius","species","46027","Late Pleistocene","","0.126","0.0117","34994","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1672","-78.675552","38.594723"
"915382","occ","","","104046","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","15425","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-81.003334","29.207500"
"915383","occ","","","104046","Mammuthus columbi","species","46017","Late Pleistocene","","0.126","0.0117","15425","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1672","-81.003334","29.207500"
"915713","occ","","","104758","Mammuthus","genus","43266","Late Pleistocene","","0.126","0.0117","34884","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1672","-81.336098","37.097298"
"915920","occ","","","104797","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","35005","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-78.388885","40.427223"
"919158","occ","","","104032","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","1461","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-81.762497","36.716946"
"919265","occ","","","104039","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","1461","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-77.303368","37.290398"
"919280","occ","","","104042","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","1461","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-79.993889","37.793331"
"919303","occ","","","104045","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","1461","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-76.287498","36.768333"
"919345","occ","","","104665","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","1461","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-78.956947","38.463890"
"919413","occ","","","104673","Mammut americanum","species","46016","Pleistocene","","2.588","0.0117","1461","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-78.136665","39.230278"
"919418","occ","","","104674","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","1461","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-79.693611","38.113056"
"919550","occ","","","103358","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","25320","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-81.769165","36.957500"
"919551","occ","","","103358","Mammuthus primigenius","species","46027","Late Pleistocene","","0.126","0.0117","25320","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1672","-81.769165","36.957500"
"919605","occ","","","104697","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","1461","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-79.570274","38.332222"
"919622","occ","","","104701","Mammut americanum","species","46016","Late Pleistocene","Holocene","0.126","0","1461","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-81.558609","36.882221"
"919625","occ","","","104702","Mammut americanum","species","46016","Holocene","","0.0117","0","1461","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-78.137497","38.898609"
"919638","occ","","","104708","Mammuthus","genus","43266","Late Pleistocene","","0.126","0.0117","1461","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1672","-77.795280","38.713333"
"919639","occ","","","104710","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","1461","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-76.625557","37.235558"
"926841","occ","","","106003","Gomphotherium angustidens","species","157812","Orleanian","","20","15.97","35360","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Gomphotherium","1255","9.883000","48.145000"
"933704","occ","","","94426","Mammut","genus","43274","Late Pleistocene","","0.126","0.0117","35720","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-82.080002","36.900833"
"935460","occ","","","73726","Mammuthus primigenius","species","46027","Late Pleistocene","","0.126","0.0117","35838","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1672","-128.169449","70.583336"
"935470","occ","","","73691","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","35841","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-138.916672","69.566666"
"935480","occ","","","82530","Mammuthus primigenius","species","46027","Late Pleistocene","","0.126","0.0117","35842","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1672","4.070278","51.984165"
"935928","occ","","","107875","Mammut","genus","43274","Late Pleistocene","","0.126","0.0117","35863","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-78.050003","39.230556"
"935981","occ","","","107908","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","35865","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-73.000000","40.000000"
"936223","occ","","","107994","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","35865","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-73.333336","40.166668"
"936240","occ","","","108001","Stegodon","genus","43271","Middle Pleistocene","","0.781","0.126","35877","Chordata","Mammalia","Proboscidea","Elephantidae","Stegodon","1256","105.040833","19.440277"
"937212","occ","","","108251","Mammut americanum","species","46016","Pleistocene","","2.588","0.0117","35918","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-80.676941","37.313332"
"937257","occ","","","108264","Mammuthus","genus","43266","Late Pleistocene","","0.126","0.0117","35865","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1672","-67.500000","42.133331"
"937258","occ","","","108265","Mammuthus","genus","43266","Late Pleistocene","","0.126","0.0117","35865","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1672","-67.500000","41.916668"
"937259","occ","","","108266","Mammuthus","genus","43266","Late Pleistocene","","0.126","0.0117","35865","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1672","-67.500000","41.250000"
"937260","occ","","","108267","Mammuthus","genus","43266","Late Pleistocene","","0.126","0.0117","35865","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1672","-73.966667","39.866669"
"937261","occ","","","108268","Mammuthus","genus","43266","Late Pleistocene","","0.126","0.0117","35865","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1672","-72.666664","39.583332"
"937262","occ","","","108269","Mammuthus","genus","43266","Late Pleistocene","","0.126","0.0117","35865","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1672","-75.750000","37.500000"
"937263","occ","","","108270","Mammuthus","genus","43266","Late Pleistocene","","0.126","0.0117","35865","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1672","-75.000000","37.000000"
"937264","occ","","","108271","Mammuthus","genus","43266","Late Pleistocene","","0.126","0.0117","35865","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1672","-75.716667","37.000000"
"937265","occ","","","108272","Mammuthus","genus","43266","Late Pleistocene","","0.126","0.0117","35865","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1672","-75.033333","36.849998"
"937266","occ","","","108273","Mammuthus","genus","43266","Late Pleistocene","","0.126","0.0117","35865","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1672","-74.750000","36.766666"
"937267","occ","","","108274","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","35865","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-66.050003","41.683334"
"937268","occ","","","73684","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","35865","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-66.183334","41.533333"
"937269","occ","","","108275","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","35865","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-73.900002","40.266666"
"938106","occ","","","102954","Mammuthus primigenius","species","46027","Late Pleistocene","Holocene","0.126","0","35949","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1672","3.000000","55.000000"
"938110","occ","","","108416","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","35865","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-74.000000","40.000000"
"938111","occ","","","108417","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","35865","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-73.083336","39.833332"
"938112","occ","","","108418","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","35865","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-73.250000","39.833332"
"938128","occ","","","108419","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","35865","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-73.933334","39.766666"
"938129","occ","","","108420","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","35865","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut","1187","-73.500000","39.750000"
