"occurrence_no","record_type","reid_no","flags","collection_no","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"1176827","occ","","","124811","Eoanthocoris ghidarinus","species","280111","Aptian","","125","113","48466"
"1176828","occ","","","124811","Corienta transbaicalica","species","280114","Aptian","","125","113","48466"
"1176829","occ","","","124811","Positocoris sibiricus","species","280116","Aptian","","125","113","48466"
"1176830","occ","","","124811","Takshania implicata","species","280124","Aptian","","125","113","48466"
"1176831","occ","","","124811","Aphanocoris turgensis","species","280128","Aptian","","125","113","48466"
"1176832","occ","","","124811","Aphanocoris femoratus","species","280130","Aptian","","125","113","48466"
"1176833","occ","","","124811","Coreoidea","superfamily","176444","Aptian","","125","113","48466"
"1176834","occ","","","125409","Positocoris intermedius","species","280118","Hauterivian","","132.9","129.4","48466"
"1176835","occ","","","125409","Aphanocoris turgensis","species","280128","Hauterivian","","132.9","129.4","48466"
"1176836","occ","","","125409","Aphanocoris porrectus","species","280129","Hauterivian","","132.9","129.4","48466"
"1176837","occ","","","125409","Corrivalius perbonus","species","280133","Hauterivian","","132.9","129.4","48466"
"1176838","occ","","","125409","Cretacoris scutellinus","species","280134","Hauterivian","","132.9","129.4","48466"
"1176839","occ","","","151651","Alydidae","family","208566","Early Aptian","","125.45","122.46","48466"
"1177130","occ","","","151683","Aphidoidea","superfamily","181510","Late Miocene","","11.608","5.333","48473"
"1178211","occ","","","124205","Calisius balticus","species","280396","Priabonian","","38","33.9","48498"
"1178212","occ","","","124205","Mezira succinica","species","280397","Priabonian","","38","33.9","48498"
"1178644","occ","","","122410","Permojassula australis","species","280470","Changhsingian","","254.17","252.17","48511"
"1178660","occ","","","123960","Celantia seposita","species","280473","Priabonian","","38","33.9","48513"
"1178661","occ","","","123960","Lygaeites amabilis","species","280474","Priabonian","","38","33.9","48513"
"1178663","occ","","","123959","Pentatomites acourti","species","280475","Priabonian","","38","33.9","48513"
"1178665","occ","","","151864","Mesojassoides gigantea","species","280485","Late Maastrichtian","","70.6","66","48515"
"1178666","occ","","","151864","Coreidae","family","70517","Late Maastrichtian","","70.6","66","48515"
"1178672","occ","","","151866","Procymus cockerelli","species","280490","Chadronian","","37.2","33.9","48516"
"1178673","occ","","","124623","Ceratocombus (Ceratocombus) hurdi","species","280494","Early Miocene","","23.03","15.97","5178"
"1178694","occ","","","151876","Yanbianella simplex","species","280520","Aptian","","125","113","48524"
"1178695","occ","","","151876","Cristocorixa dalaziensis","species","280521","Aptian","","125","113","48524"
"1179410","occ","","","120813","Eogyropsylla eocenica","species","280698","Priabonian","","38","33.9","48580"
"1179411","occ","","","120813","Eogyropsylla jantaria","species","280699","Priabonian","","38","33.9","48580"
"1179415","occ","","","104748","Subaphidulum ponomarenkoi","species","280717","Tithonian","","152.1","145","48586"
"1179416","occ","","","104748","Subaphidulum gobicum","species","280718","Tithonian","","152.1","145","48586"
"1179417","occ","","","104748","Cicadopsyllidium mongolicum","species","280719","Tithonian","","152.1","145","48586"
"1179418","occ","","","104748","Aphidulum bemigdium","species","280721","Tithonian","","152.1","145","48586"
"1179419","occ","","","122982","Diclidophlebia subita","species","280723","Burdigalian","Langhian","20.44","13.82","48587"
"1179420","occ","","","122982","Sulciana macroconi","species","280727","Burdigalian","Langhian","20.44","13.82","48587"
"1179421","occ","","","122982","Trioacantha indocilia","species","280729","Burdigalian","Langhian","20.44","13.82","48587"
"1179439","occ","","","151982","Aleyrodoidea","superfamily","178707","Neogene","","23.03","2.588","48598"
"1179440","occ","","","151982","Hemiptera","order","94230","Neogene","","23.03","2.588","48598"
"1179697","occ","","","122471","Baetylus kahramanus","species","280938","Late Barremian","","130","125.45","48623"
"1179726","occ","","","122557","Tettagalma striata","species","280970","Late Aptian","","122.46","112.03","48633"
"1179734","occ","","","123850","Stalisyne lutetiorum","species","280985","MP 7","","55.8","48.6","48637"
"1179735","occ","","","123850","Stalisyne veromanduiorum","species","280986","MP 7","","55.8","48.6","48637"
"1179736","occ","","","123850","Mnaomaia bellovaciorum","species","280988","MP 7","","55.8","48.6","48637"
"1179737","occ","","","123436","Mnasthaia arverniorum","species","280990","Thanetian","","59.2","56","48637"
"1179742","occ","","","113371","Sinopalaeocossus trinervus","species","280995","Callovian","Oxfordian","166.1","157.3","48639"
"1179748","occ","","","125082","Palaeontinodes reshuitangensis","species","281002","Callovian","Oxfordian","166.1","157.3","48644"
"1179749","occ","","","113371","Palaeontinodes reshuitangensis","species","281002","Callovian","Oxfordian","166.1","157.3","48644"
"1179775","occ","","","152004","Aulieezidium karatauense","species","281062","Callovian","Oxfordian","166.1","157.3","48660"
"1179796","occ","","","111710","Beipiaocoris multifurcus","species","281087","Late Barremian","","130","125.45","48670"
"1179797","occ","","","111710","Bellicoris mirabilis","species","281089","Late Barremian","","130","125.45","48670"
"1179798","occ","","","113376","Nitoculus regillus","species","281091","Callovian","Oxfordian","166.1","157.3","48670"
"1179799","occ","","","113360","Viriosinervis stolidus","species","281093","Callovian","Oxfordian","166.1","157.3","48670"
"1179800","occ","","","112664","Cladocossus undulatus","species","281095","Callovian","Oxfordian","166.1","157.3","48671"
"1179801","occ","","","112664","Cricocossus paradoxus","species","281097","Callovian","Oxfordian","166.1","157.3","48671"
"1179888","occ","","","110737","Patollo natangorum","species","281179","Priabonian","","38","33.9","48692"
"1179889","occ","","","110735","Patollo aestiorum","species","281180","Priabonian","","38","33.9","48692"
"1179963","occ","","","110735","Proptilocerus dolosus","species","237937","Priabonian","","38","33.9","48711"
"1179964","occ","","","129228","Proptilocerus dolosus","species","237937","Priabonian","","38","33.9","48711"
"1179965","occ","","","152042","Proptilocerus dolosus","species","237937","Priabonian","","38","33.9","48711"
"1179966","occ","","","123773","Proptilocerus dolosus","species","237937","Priabonian","","38","33.9","48711"
"1179967","occ","","","152043","Proptilocnemus longispinus","species","281229","Priabonian","","38","33.9","48711"
"1179968","occ","","","110735","Proptilocnemus","genus","281228","Priabonian","","38","33.9","48711"
"1179969","occ","","","110735","Tschirnhausia sambiensis","species","281235","Priabonian","","38","33.9","48712"
"1179970","occ","","","110735","Epigonopsallops groehni","species","281237","Priabonian","","38","33.9","48712"
"1179971","occ","","","123862","Tytthophysa sylwiae","species","281239","Priabonian","","38","33.9","48713"
"1179972","occ","","","123862","Loricula (Loricula) ablusa","species","281240","Priabonian","","38","33.9","48714"
"1179973","occ","","","123862","Loricula (Loricula) finitima","species","281241","Priabonian","","38","33.9","48714"
"1179974","occ","","","123862","Loricula (Myrmericula) heissi","species","281243","Priabonian","","38","33.9","48714"
"1179975","occ","","","123862","Loricula (Myrmericula) ocellata","species","281244","Priabonian","","38","33.9","48714"
"1179976","occ","","","123862","Loricula (Myrmericula) samlandi","species","281245","Priabonian","","38","33.9","48714"
"1179977","occ","","","123862","Loricula (Eocenophysa) damzeni","species","281247","Priabonian","","38","33.9","48714"
"1179988","occ","","","123215","Jantaritambia serafini","species","281252","Priabonian","","38","33.9","48717"
"1180004","occ","","","125508","Cretaceometra brasiliensis","species","281262","Late Aptian","","122.46","112.03","48722"
"1180005","occ","","","122352","Cretaceometra brasiliensis","species","281262","Late Aptian","","122.46","112.03","48722"
"1180006","occ","","","122553","Cretaceometra brasiliensis","species","281262","Late Aptian","","122.46","112.03","48722"
"1180010","occ","","","111710","Luculentsalda maculosa","species","281271","Late Barremian","","130","125.45","48727"
"1180011","occ","","","124759","Luculentsalda maculosa","species","281271","Late Barremian","","130","125.45","48727"
"1180052","occ","","","123991","Pochazoides szwedoi","species","281303","Holocene","","0.0117","0","48737"
"1180144","occ","","","152059","Ingruo smolenskyi","species","202478","Roadian","","272.3","268.8","37942"
"1180145","occ","","","96860","Ingruo lanceolata","species","202314","Roadian","","272.3","268.8","37942"
"1180146","occ","","","96860","Anaprosbole ivensis","species","202484","Roadian","","272.3","268.8","37942"
"1180147","occ","","","116933","Ingruo insperata","species","202476","Roadian","","272.3","268.8","37942"
"1180148","occ","","","116933","Ingruo inopinata","species","202477","Roadian","","272.3","268.8","37942"
"1180149","occ","","","116933","Ivaia indistincta","species","202480","Roadian","","272.3","268.8","37942"
"1180150","occ","","","116933","Ivaia","genus","202479","Roadian","","272.3","268.8","37942"
"1180151","occ","","","116933","Anaprosbole ivensis","species","202484","Roadian","","272.3","268.8","37942"
"1180152","occ","","","116933","Mundus nodosus","species","202490","Roadian","","272.3","268.8","37942"
"1180153","occ","","","111187","Ivaia indistincta","species","202480","Roadian","","272.3","268.8","37942"
"1180154","occ","","","104716","Ivaia procercopoides","species","202481","Roadian","","272.3","268.8","37942"
"1180155","occ","","","104716","Anaprosbole ivensis","species","202484","Roadian","","272.3","268.8","37942"
"1180156","occ","","","111189","Ivaiinae","subfamily","197503","Roadian","","272.3","268.8","37942"
"1180157","occ","","","111187","Coleoscyta rotundata","species","199930","Roadian","","272.3","268.8","37942"
"1180158","occ","","","116933","Coleoscyta rotundata","species","199930","Roadian","","272.3","268.8","37942"
"1180159","occ","","","116934","Coleoscyta elytrata","species","202589","Roadian","","272.3","268.8","37942"
"1180160","occ","","","96860","Coleoscyta occallata","species","202590","Roadian","","272.3","268.8","37942"
"1180161","occ","","","116877","Coleoscyta martynovi","species","202591","Roadian","","272.3","268.8","37942"
"1180162","occ","","","116877","Coleoscyta kamensis","species","202592","Roadian","","272.3","268.8","37942"
"1180163","occ","","","116933","Boreoscyta nefasta","species","198412","Roadian","","272.3","268.8","37942"
"1180164","occ","","","116803","Coleoscyta","genus","199929","Roadian","","272.3","268.8","37942"
"1180165","occ","","","116933","Sojanopsylla brevipennis","species","202595","Roadian","","272.3","268.8","37942"
"1180166","occ","","","96860","Scytoneura elliptica","species","199894","Roadian","","272.3","268.8","37942"
"1180167","occ","","","116935","Scytoneura elliptica","species","199894","Roadian","","272.3","268.8","37942"
"1180168","occ","","","116933","Scytoneura elliptica","species","199894","Roadian","","272.3","268.8","37942"
"1180169","occ","","","104716","Scytoneura elliptica","species","199894","Roadian","","272.3","268.8","37942"
"1180170","occ","","","116934","Scytoneura elliptica","species","199894","Roadian","","272.3","268.8","37942"
"1180171","occ","","","96860","Scytoneura","genus","199893","Roadian","","272.3","268.8","37942"
"1180172","occ","","","116933","Permaphidopsis sojanensis","species","231285","Roadian","","272.3","268.8","37942"
"1180173","occ","","","116933","Archescytina gunderseni","species","281408","Roadian","","272.3","268.8","37942"
