Species	Status
Protorthezia_aurea	extinct
Protoscena_baltica	extinct
Proxylastodoris_gerdae	extinct
Psallops_bitterfeldi	extinct
Psallops_eocenicus	extinct
Psallops_popovi	extinct
Psestocixius_delphax	extinct
Psestocixius_fuscus	extinct
Pseudambria_longirostris	extinct
Pseudamphorophora_araneiformis	extinct
Pseudamphorophora_succini	extinct
Pseudipsvicia_ala	extinct
Pseudodasynus_nativus	extinct
Pseudonerthra_gigantea	extinct
Pseudopalomena_incerta	extinct
Pseudophana_amatoria	extinct
Pseudoweitschatus_audebertis	extinct
Psocoscytina_bifida	extinct
Psycheona_striata	extinct
Psycheona_variegata	extinct
Psychrocoris_cuneifera	extinct
Psylla	extinct
Psylla_abdominalis	extant
Psylla_abietis	extant
Psylla_cotoneasteris	extant
Psylla_klapaleki	extant
Psylla_moscovita	extant
Psylla_praevia	extant
Psylla_propinqua	extant
Psylla_pulchra	extant
Psylla_rhombifera	extant
Psylla_saliceti	extant
Psylla_sorbi	extant
Psylla_stavropolitana	extinct
Psylla_ulmi	extant
Psylla_vasiljevi	extant
Psyllidae	extinct
Psyllidella_insolita	extinct
Psyllidella_magna	extinct
Psyllinae	extinct
Pterocimex_jacksoni	extinct
Pterodictya_ephemera	extant
Pterotella_formosa	extinct
Pterotella_shartegensis	extinct
Ptomatosaiva_endea	extinct
Ptychogroehnia_reducta	extinct
Ptychoptilum_major	extinct
Ptychoptilum_minor	extinct
Ptyelus_marcatus	extinct
Ptyelus_spumiferus	extinct
Ptysmaphora_fletcheri	extinct
Pumilanthocoris_gracilis	extinct
Pumilanthocoris_obesus	extinct
Purbecellus_psocus	extinct
Pustulithoracalis_gloriosus	extinct
Puto_trivenosus	extinct
Pycanum_griseum	extinct
Pycanum_vanvollenhoveni	extinct
Pyrenicocephalus_jarzembowskii	extinct
Pyrrhocoris_tibialis	extinct
Qiyangiricania_cesta	extinct
Quadrisbole_stenis	extinct
Quadrisbole_vieta	extinct
Quadrocoris_radius	extinct
Quasicimex_eilapinastes	extinct
Quatlocellus_liae	extinct
Quilessa_stolida	extinct
Quilnus_rectinotus	extinct
Quisqueyaaphis_heiei	extinct
Quizqueiplana_alexbrowni	extinct
Raglius_austerus	extinct
Raglius_decoratus	extinct
Raglius_pulchellus	extinct
Rallotopaphis_antennata	extinct
Ranatra_brevicollis	extant
Ranatra_dormientis	extinct
Ranatra_fusca	extant
Rasnitsynaphis_coniuncta	extinct
Rasnitsynaphis_ennearticulata	extinct
Rasnitsynaphis_quadrata	extinct
Ratiticorixa_stenorhinchis	extinct
Redubinotus_liedtkei	extinct
Redubitus_centrocnemarius	extinct
Reduviidae	extinct
Reduvius_diatomus	extinct
Reduvius_immitus	extinct
Reduvius_nicus	extinct
Reduvius_piceus	extinct
Reduvius_shandongianus	extinct
Reticulocicada_brachyptera	extinct
Retinaphis_glandulosa	extinct
Retinaphis_rasnitsyni	extinct
Retrocizzia_andrianovae	extinct
Reuteroscopus_carvalhoi	extinct
Rhepocoris_macrescens	extinct
Rhepocoris_minima	extinct
Rhepocoris_praetectus	extinct
Rhepocoris_praevalens	extinct
Rhepocoris_propinquans	extinct
Rhinocoris_michalki	extinct
Rhinopsyllida_acutealla	extinct
Rhipiscytina_brimis	extinct
Rhoeniella_granulata	extinct
Rhomboidea_dubia	extinct
Rhomboidea_macroptera	extinct
Rhyparochromus_verrillii	extinct
Ricania_equestris	extinct
Ricaniidae	extinct
Ricaniites_fulgens	extinct
Rihana_beauchampi	extinct
Rinorectuaphis_abortiva	extinct
Rinorectuaphis_connexa	extinct
Rinorectuaphis_fida	extinct
Rinorectuaphis_sejuncta	extinct
Rinorectuaphis_verita	extinct
Rosahendersonia_prisca	extinct
Rovnodicus_wojciechowskii	extinct
Saaloscytina_carmonae	extinct
Saaloscytina_perreticulata	extinct
Sacvoyagea_ventrosa	extinct
Salda_exigua	extinct
Salda_littoralis	extant
Saldidae	extinct
Saldomortalia_hyalina	extinct
Saldomortalia_zherichini	extinct
Saldonabis_proteus	extinct
Saldonia_formosa	extinct
Saldonia_ignota	extinct
Saldonia_insolita	extinct
Saldonia_maculata	extinct
Saldonia_rasnitsyni	extinct
Saldonia_sibirica	extinct
Saldula	extinct
Saldula_saltatoria	extant
Saltissus_eskovi	extinct
Samlandia	extinct
Samlandia_rossi	extinct
Sanmai_kongi	extinct
Sanmai_mengi	extinct
Sanmai_xuni	extinct
Sarbaloptera_sarbalensis	extinct
Sarbaloscytina_angustipennis	extinct
Sarbaloscytina_minuta	extinct
Saucrolus_silvai	extinct
Sbenaphis_quesneli	extinct
Scaphocoris_notatus	extinct
Scarabaeides_deperditus	extinct
Scarites_femoratus	extinct
Schizaphis_cnecopsis	extinct
Schizoneurites	extinct
Schizoneurites_brevirostris	extinct
Schizoneurites_electri	extinct
Schizoneurites_fossilis	extinct
Schizoneurites_lindrothi	extinct
Schizoneurites_obliquus	extinct
Schizoneurites_polykrypta	extinct
Schizoneurites_robustus	extinct
Schizoneurites_similis	extinct
Schizoneurites_zherichini	extinct
Schizoptera_dominicana	extinct
Schizoptera_hispaniolae	extinct
Schizopteryx_lacustris	extinct
Schizopteryx_shandongensis	extinct
Scolopostethus_statzi	extinct
Scolypopites_bryani	extinct
Scoparidea_nebulosa	extinct
Scopiprosbole_caespis	extinct
Scutellerinae	extinct
Scutellifer_karatavicus	extinct
Scylacocoris_furcatus	extinct
Scytachile_emeljanovi	extinct
Scytinoptera	extinct
Scytinoptera_cubitalis	extinct
Scytinoptera_curta	extinct
Scytinoptera_distorta	extinct
Scytinoptera_kaltanica	extinct
Scytinoptera_kokeni	extinct
Scytinoptera_kondomensis	extinct
Scytinoptera_maculata	extinct
Scytinoptera_maculatoides	extinct
Scytinoptera_mexicana	extinct
Scytinoptera_nigrimaculata	extinct
Scytinoptera_obliquoovata	extinct
Scytinoptera_picturata	extinct
Scytinoptera_reducta	extinct
Scytinoptera_sibirica	extinct
Scytinoptera_signata	extinct
Scytinoptera_surijokovica	extinct
Scytinoptera_tomiensis	extinct
Scytinopteridae	extinct
Scytinopterinae	extinct
Scytocixius	extinct
Scytocixius_mendax	extinct
Scytoneura	extinct
Scytoneura_elliptica	extinct
Scytoneura_vitripenna	extinct
Scytoneurella	extinct
Scytoneurella_major	extinct
Scytoneurella_minor	extinct
Scytophara_extensa	extinct
Secusellinaphis_khotontensis	extinct
Sehirus_carpathiensis	extinct
Sehirus_lygaeus	extinct
Sehirus_paludosus	extinct
Sehirus_spinitibialis	extinct
Sepiaphis_versa	extinct
Serafinana_perperunae	extinct
Serafinus_acutipterus	extinct
Serpentivena_tigrina	extinct
Shaandongia_longxianensis	extinct
Shaanxiarcta_perrara	extinct
Shaanxioscarta_juxta	extinct
Shanwangicoris_longa	extinct
Shapashe_aithiopa	extinct
Shaposhnikovia_electri	extinct
Shartegocimex_distans	extinct
Shartegocimex_rasnitsyni	extinct
Shartegocorpus_paranotalis	extinct
Shartegonaucoris_weitingae	extinct
Shelopuga_similis	extinct
Shelopuga_sinitsae	extinct
Shurabella_lepyroniopsis	extinct
Shurabocossus_gigas	extinct
Shuraboprosbole_daohugouensis	extinct
Shuraboprosbole_media	extinct
Shuraboprosbole_minuta	extinct
Shuraboprosbole_plachutai	extinct
Shuraboprosbole_rotruda	extinct
Shuragobia_altaica	extinct
Shuragobia_frater	extinct
Shurania_sibirica	extinct
Siculicorixa_estria	extinct
Sigara_(Arctocorisa)_horvathi	extinct
Sigara_(Callicorixa)_producta	extant
Sigarella_tenuis	extinct
Sigaretta_florissantella	extinct
Siksteliana_popovi	extinct
Silvaphis_eocenica	extinct
Similidrepan_pulawskii	extinct
Simulaphis_shaposhnikovi	extinct
Sinalda_applanata	extinct
Sinaldocader_drakei	extinct
Sinaldocader_ponomarenkoi	extinct
Sinaldocader_rasnitsyni	extinct
Sinanabis_brevipes	extinct
Sinaphidum_epichare	extinct
Sinisbole_juvenis	extinct
Sinoala_parallelivena	extinct
Sinobelostoma_liui	extinct
Sinocercopis	extinct
Sinocercopis_liaoyuanensis	extinct
Sinocicadia_shandongensis	extinct
Sinocoris_oblonga	extinct
Sinocoris_ovata	extinct
Sinojassus_brevispinatus	extinct
Sinojuraphis_ningchengensis	extinct
Sinopachymeridium_popovi	extinct
Sinopalaeocossus_amoenus	extinct
Sinopalaeocossus_eumorphus	extinct
Sinopalaeocossus_fangi	extinct
Sinopalaeocossus_laevis	extinct
Sinopalaeocossus_longicaulis	extinct
Sinopalaeocossus_scabratus	extinct
Sinopalaeocossus_trinervus	extinct
Sinophora_miocaenica	extinct
Sinopsocus_oligovenus	extinct
Sinovelia_mega	extinct
Sinovelia_popovi	extinct
Sinoviparosiphum_lini	extinct
Siphonophoroides	extinct
Siphonophoroides_antiqua	extinct
Siphonophoroides_breineri	extinct
Siphonophoroides_burholti	extinct
Siphonophoroides_gillettei	extinct
Siphonophoroides_lassa	extinct
Siphonophoroides_madseni	extinct
Siphonophoroides_magnalata	extinct
Siphonophoroides_orapaensis	extinct
Siphonophoroides_pennatus	extinct
Siphonophoroides_simplex	extinct
Sisyrocoris_rudis	extinct
Sitechka_perforata	extinct
Skalskiana_malakiae	extinct
Snotra_christelae	extinct
Sojanoneura	extinct
Sojanoneura_bimaculata	extinct
Sojanoneura_dubiosa	extinct
Sojanoneura_edemskii	extinct
Sojanoneura_elytrata	extinct
Sojanoneura_furcatula	extinct
Sojanoneura_innominata	extinct
Sojanoneura_kazanensis	extinct
Sojanoneura_marginata	extinct
Sojanoneura_proxima	extinct
Sojanoneura_signata	extinct
Sojanoneura_tincta	extinct
Sojanoneura_triangularis	extinct
Sojanoneura_zekkeliana	extinct
Sojanopsylla_brevipennis	extinct
Sojanopsylla_kaltanica	extinct
Sojanoscytina_difficilis	extinct
Sojanoscytina_grandis	extinct
Sojanoscytina_ivagorae	extinct
Sojanoscytina_minor	extinct
Sojanoscytina_ramosa	extinct
Solicoccus_nascimbenei	extinct
Somatocoris_conservatus	extinct
Sondalia_kovalevi	extinct
Spartocerus_insignis	extinct
Spartocerus_maculatus	extinct
Sphaerodema_microcephalum	extinct
Sphaerodemopsis_jurassica	extinct
Sphongophoriella_reticulata	extinct
Spinitingis_ellenbergeri	extinct
Spinus_yumenense	extinct
Stalisyne_lutetiorum	extinct
Stalisyne_veromanduiorum	extinct
Stanleyana_pulchra	extinct
Stannis_baratheon	extinct
Stareono_mirabilis	extinct
Steingelia_cretacea	extinct
Stellularis_aphthosa	extinct
Stellularis_longirostris	extinct
Stellularis_macula	extinct
Stenecphora_punctulata	extinct
Stenoglyphis_kimblensis	extinct
Stenohebrus_glaesarius	extinct
Stenolocris_venosa	extinct
Stenopamera_subterrea	extinct
Stenopamera_tenebrosa	extinct
Stenopelta_punctulata	extinct
Stenoscytina_australiensis	extinct
Stenotegmocicada_triclades	extinct
Stenovelia_nigra	extinct
Stenovicia_angustata	extinct
Stenoviciidae	extinct
Stephanitis_rozanovi	extinct
Sternaphis_electricola	extinct
Sternocoris_obscurus	extinct
Stictopleurus_breviantennus	extinct
Stigmocercopis_parvis	extinct
Stiphroschema_longealatum	extinct
Stollia_rubibrunneus	extinct
Stomaphis_eupetes	extinct
Stomatomiris_funebris	extinct
Strongylocephalus_agrestis	extant
Stygeonepa_foersteri	extinct
Stygeonepinae	extinct
Subaphidulum_gobicum	extinct
Subaphidulum_ponomarenkoi	extinct
Succaphis_holgeri	extinct
Succinaphis_flauensgaardi	extinct
Succineogerris_larssoni	extinct
Succineogerris_nilsi	extinct
Sucinikermes_kulickae	extinct
Sulcalydus_kalabisi	extinct
Sulciana_macroconi	extinct
Suljuktaja_turkestanensis	extinct
Suljuktocossus_chifengensis	extinct
Suljuktocossus_coloratus	extinct
Suljuktocossus_prosboloides	extinct
Suljuktocossus_yinae	extinct
Sunaphis_laiyangensis	extinct
Sunaphis_shandongensis	extinct
Sunoscytinopteris_lushangfenensis	extinct
Sunotettigarcta_hebeiensis	extinct
Sunotettigarcta_hirsuta	extinct
Sunotettigarcta_kudryashevae	extinct
Surijokocixius_tomiensis	extinct
Surijokovia_lata	extinct
Suspectocoris_grandis	extinct
Synapocossus_sciacchitanoae	extinct
Syromastes_affinis	extinct
Syromastes_buchii	extinct
Syromastes_coloratus	extinct
Syromastes_punctiventris	extinct
Syromastes_seyfriedi	extinct
Szelegiewiczia_maculata	extinct
Tagalodes_inermis	extinct
Taimyrocoris_sukatshevae	extinct
Tainarys_reposta	extinct
Tainosia_quisqueyae	extinct
Tajmyraphis_beckermigdisovae	extinct
Tajmyraphis_zherichini	extinct
Tajmyrella_cretacea	extinct
Takshania_implicata	extinct
Takshania_modesta	extinct
Takshania_transversalis	extinct
Talaya_batraba	extinct
Tanaia_burmitica	extinct
Tarsabedus_menkei	extinct
Tarsonecta_mecopoda	extinct
Tartaraphis_peregrina	extinct
Taubarixa_macrocelata	extinct
Taubocicadellina_breviptera	extinct
Tauborixella_santosae	extinct
Tauborixiellopsis_breviclavata	extinct
Tectocoris_angustilobatus	extinct
Teleocoris_pothetias	extinct
Teleocydnus_auriculatus	extinct
Teleocydnus_transitorius	extinct
Teleoschistus_antiquus	extinct
Teleoschistus_multinervosus	extinct
Teleoschistus_placatus	extinct
Teleoschistus_rigoratus	extinct
Telmatrechus_defunctus	extinct
Telmatrechus_parallelus	extinct
Telmatrechus_stali	extinct
Temnostethus_blandus	extinct
Tennentsia_evansi	extinct
Tennentsia_princeps	extinct
Tennentsia_protuberans	extinct
Tenor_speluncae	extinct
Termitaradus_avitinquilinus	extinct
Termitaradus_dominicanus	extinct
Termitaradus_mitnicki	extinct
Termitaradus_protera	extinct
Terpnosia_vacua	extant
Tertiaphis_haentzscheli	extinct
Tesseratomoides_maximus	extinct
Tetrafulgoria_paeneparallelum	extinct
Tetrafulgoria_parallelogramma	extinct
Tetraneurites_provincialis	extinct
Tettagalma_striata	extinct
Tettigarctidae	extinct
Tettigometra_debilis	extinct
Tettigonia_antiqua	extinct
Tettigonia_maculata	extinct
Tettigonia_morio	extinct
Tettigonia_obtecta	extinct
Tettigonia_priscomarginata	extinct
Tettigonia_priscotincta	extinct
Tettigonia_priscovariegata	extinct
Tettigoniella_capitata	extinct
Tettigoniella_chazei	extinct
Tetyra_hassii	extinct
Thamnotettix	extinct
Thamnotettix_ampliventris	extinct
Thamnotettix_angustipennis	extinct
Thamnotettix_anthracinus	extinct
Thamnotettix_clypealis	extinct
Thamnotettix_eocenicus	extinct
Thamnotettix_fundi	extinct
Thamnotettix_gannetti	extinct
Thamnotettix_gracilentus	extinct
Thamnotettix_mutilata	extinct
Thamnotettix_packardi	extinct
Thamnotettix_ustus	extinct
Thaumastocladius_simplex	extinct
Thaumastotingis_areolatus	extinct
Thionia_douglundbergi	extinct
Thlibomenus_limosus	extinct
Thlibomenus_macer	extinct
Thlibomenus_parvus	extinct
Thlibomenus_perennatus	extinct
Thlibomenus_petreus	extinct
Thlimmoschistus_gravidatus	extinct
Thnetoschistus_revulsus	extinct
Tianyuprosbole_zhengi	extinct
Tibicen_japonicus	extant
Tibicina_gigantea	extinct
Tibicina_haematodes	extant
Tinaphis_laticubitus	extinct
Tinaphis_sibirica	extinct
Tingicader	extinct
Tingicader_cervus	extinct
Tingidae	extinct
Tinginae	extinct
Tingiopsis_reticulata	extinct
Tingis_florissantensis	extinct
Tingis_obscura	extinct
Tipuloidea_rhaetica	extinct
Tiromerus_tabifluus	extinct
Tiromerus_torpefactus	extinct
Tiroschistus_indurescens	extinct
Titanocercopis_borealis	extinct
Toarcopsyllidium_ernsti	extinct
Tomiopsyllidium_iljinskiense	extinct
Tomioscarta_surijokovensis	extinct
Tonacatecutlius_gibsoni	extinct
Torrirostratus_pilosus	extinct
Trachaphis_guchengziensis	extinct
Trachycoris_abbreviatus	extinct
Transbaikalis_furcata	extinct
Trapezonotus_exterminatus	extinct
Trapezonotus_riguus	extinct
Trapezonotus_striatus	extinct
Trapezonotus_stygialis	extinct
Tremembaetalion_minutum	extinct
Tremembellina_microcelata	extinct
Triassoaphis_cubitus	extinct
Triassocixius_australicus	extinct
Triassocoris	extinct
Triassocoris_grandis	extinct
Triassocoris_myersi	extinct
Triassocoris_ovalis	extinct
Triassocoris_scutulum	extinct
Triassocotis_amplicata	extinct
Triassocotis_australis	extinct
Triassocotis_stricta	extinct
Triassodoecus_chinai	extinct
Triassogereon_distinctum	extinct
Triassojassus_proavitus	extinct
Triassopsylla_plecioides	extinct
Triassoscelis_anomala	extinct
Triassoscytina_incompleta	extinct
Triassoscytinopsis_aberrans	extinct
Triassoscytinopsis_paranotalis	extinct
Triassoscytinopsis_stenulata	extinct
Triassothea_analis	extinct
Tricrosbia_minuta	extinct
Trifidella_perfecta	extinct
Trioacantha_indocilia	extinct
Trioza	extinct
Trioza_centranthi	extant
Trioza_cinnamomi	extant
Trioza_interposita	extinct
Trioza_magnisetosa	extant
Trioza_salicivora	extant
Trioza_similis	extinct
Trioza_striola	extant
Trioza_subproximata	extinct
Tripsyllidium_wadei	extinct
Triscytina_rotundata	extinct
Trisegmentatus_onymus	extinct
Tritophania_patruelis	extinct
Tropiduchidae	extinct
Trulaxia_primula	extinct
Tsagaanaphis_kinga	extinct
Tsaganema_oshanini	extinct
Tschirnhausia_sambiensis	extinct
Tshekardaella_tshekardaensis	extinct
Turgaiella_pomerantsevae	extinct
Turonicoccus_beardsleyi	extinct
Turonicoccus_grimaldii	extinct
Turutanovia	extinct
Turutanovia_karatavica	extinct
Tuthillia_danielburckhardti	extinct
Tychticola_longipenna	extinct
Tychticoloides_belmontensis	extinct
Tychtoscarta_sokolvensis	extinct
Tychtoscytina_kusnezkiensis	extinct
Tymocicada_gorbunovi	extinct
Typhlocyba_encaustica	extinct
Typhlocyba_resinosa	extinct
Typhlocybinae	extinct
Tyrion_cersei	extinct
Tyrion_lannister	extinct
Tytthophysa_sylwiae	extinct
Ulanocoris	extinct
Ulanocoris_femoralis	extinct
Ulanocoris_grandis	extinct
Unicohormaphis_sorini	extinct
Unioaphis_venusta	extinct
Uraloscytina_kaltanica	extinct
Uraloscytina_multinervosa	extinct
Urochela	extinct
Urochela_falsirubra	extinct
Urochela_maculosa	extinct
Urochela_melaina	extinct
Urochela_nigilimbosa	extinct
Urochela_palilionacea	extinct
Urochela_pardalina	extinct
Valdicossus_chesteri	extinct
Valdiscytina_jarzembowskii	extinct
Valdiscytina_picta	extinct
Valvifulgoria_pingkuiensis	extinct
Valvifulgoria_tiantungensis	extinct
Veliidae	extinct
Velocipedinae	extinct
Velocorixa_ponomarenkoi	extinct
Velocorixinae	extinct
Venacorixa_xiangzhongensis	extinct
Venicoris_solaris	extinct
Venustsalda_locella	extinct
Vescisalignus_indecorus	extinct
Vetanthocoridae	extinct
Vetanthocoris_decorus	extinct
Vetanthocoris_longispicus	extinct
Vetellinaphis_cracens	extinct
Vetellinaphis_longalata	extinct
Vianagramma_goldmani	extinct
Vianathauma_pericarti	extinct
Vietocycla	extinct
Vietocycla_peregrina	extinct
Viriosinervis_stolidus	extinct
Vitimaphis_rasnitsyni	extinct
Vulcanicorixa_dorylis	extinct
Vulcanoia	extinct
Vulcanoia_acuceps	extinct
Vulcanoia_apicalis	extinct
Vulcanoia_membrosa	extinct
Waghilde_baltica	extinct
Wathondara_kotejai	extinct
Wedelphus_dichopteroides	extinct
Weichangicoris_daobaliangensis	extinct
Weitschatiella_elenae	extinct
Weitschatus	extinct
Weitschatus_stigmatus	extinct
Weitschatus_vysniauskasi	extinct
Weiwoboa_meridiana	extinct
Willershausenia_strausi	extinct
Williamsicoccus_megalops	extinct
Wojciechaphis_andrei	extinct
Woottonia_phalerata	extinct
Worskaito_stenexi	extinct
Xenoaphis_viticulata	extinct
Xestocephalites_balticus	extinct
Xiphos_vani	extinct
Xylococcus_grabenhorsti	extinct
Xylococcus_kutscheri	extinct
Xyloesteles_kerneggeriorum	extinct
Xyloesteles_parvulus	extinct
Yamis_libanotos	extinct
Yanbianella_simplex	extinct
Yanducixius_pardalinus	extinct
Yanducixius_yihi	extinct
Yanliaocorixa_chinensis	extinct
Yanocossus_guoi	extinct
Yezoterpnosia_nigricosta	extant
Youngeewa_bicolorata	extinct
Yueaphis_fushunensis	extinct
Yurigocimex_popovi	extinct
Yuripopoverus_africanus	extinct
Yuripopovia_vectense	extinct
Yuripopovia_wootoni	extinct
Yuripopovina_magnifica	extinct
Zymus_succinicola	extinct
