"occurrence_no","record_type","reid_no","flags","collection_no","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no","phylum","class","order","family","genus"
"655666","occ","","","70808","Gomphotheriidae","family","43240","Early Miocene","","23.03","15.97","23745","Chordata","Mammalia","Proboscidea","Gomphotheriidae",""
"655667","occ","","","70808","Prodeinotherium hobleyi","species","104729","Early Miocene","","23.03","15.97","23747","Chordata","Mammalia","Proboscidea","Deinotheriidae","Prodeinotherium"
"656680","occ","","","70907","Palaeoloxodon recki","species","133588","Pliocene","","5.333","2.588","23775","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas"
"656681","occ","","","70907","Deinotherium bozasi","species","157873","Pliocene","","5.333","2.588","23775","Chordata","Mammalia","Proboscidea","Deinotheriidae","Deinotherium"
"658906","occ","","","71055","Stegodon","genus","43271","Early Pleistocene","","2.588","0.781","23802","Chordata","Mammalia","Proboscidea","Elephantidae","Stegodon"
"658985","occ","","","71060","Mammuthus","genus","43266","Early Pleistocene","","2.588","0.781","23807","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"659002","occ","","","71061","Anancus arvernensis","species","161971","MN 14","","4.9","4.2","23813","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Anancus"
"659003","occ","","","71061","Mammut","genus","43274","MN 14","","4.9","4.2","23813","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"659296","occ","","","22160","Deinotherium","genus","43280","Zanclean","","5.333","3.6","5357","Chordata","Mammalia","Proboscidea","Deinotheriidae","Deinotherium"
"659375","occ","","","22139","Anancus kenyensis","species","159431","Tortonian","Zanclean","11.62","3.6","23832","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Anancus"
"659376","occ","","","22139","Anancus","genus","43242","Tortonian","Zanclean","11.62","3.6","23832","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Anancus"
"659377","occ","","","22139","Primelephas korotorensis","species","227257","Tortonian","Zanclean","11.62","3.6","23832","Chordata","Mammalia","Proboscidea","Elephantidae","Primelephas"
"659378","occ","","","22139","Mammuthus","genus","43266","Tortonian","Zanclean","11.62","3.6","23832","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"659379","occ","","","22139","Stegodibelodon schneideri","species","159710","Tortonian","Zanclean","11.62","3.6","23832","Chordata","Mammalia","Proboscidea","Elephantidae","Stegodibelodon"
"659380","occ","","","22139","Deinotherium","genus","43280","Tortonian","Zanclean","11.62","3.6","23832","Chordata","Mammalia","Proboscidea","Deinotheriidae","Deinotherium"
"659443","occ","","","71105","Platybelodon","genus","43254","MN 6","","13.65","12.75","23812","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Platybelodon"
"659444","occ","","","71105","Gomphotherium","genus","43247","MN 6","","13.65","12.75","23812","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Gomphotherium"
"659791","occ","","","71139","Rhynchotherium","genus","43256","Late Miocene","Pliocene","11.608","2.588","23841","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Rhynchotherium"
"659792","occ","","","71140","Cuvieronius","genus","43244","Pliocene","Pleistocene","5.333","0.0117","23841","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Cuvieronius"
"660997","occ","","","71233","Phosphatherium escuilliei","species","98251","Ypresian","","56","47.8","23856","Chordata","Mammalia","Proboscidea","Numidotheriidae","Phosphatherium"
"661155","occ","","","71235","Daouitherium rebouli","species","98255","Ypresian","","56","47.8","23857","Chordata","Mammalia","Proboscidea","Numidotheriidae","Daouitherium"
"661510","occ","","","71265","Cuvieronius","genus","43244","Late Pleistocene","","0.126","0.0117","23979","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Cuvieronius"
"661522","occ","","","71266","Cuvieronius","genus","43244","Late Pleistocene","Holocene","0.126","0","23979","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Cuvieronius"
"661530","occ","","","71267","Gomphotheriidae","family","43240","Late Pleistocene","","0.126","0.0117","24026","Chordata","Mammalia","Proboscidea","Gomphotheriidae",""
"661534","occ","","","71268","Gomphotheriidae","family","43240","Pleistocene","","2.588","0.0117","23919","Chordata","Mammalia","Proboscidea","Gomphotheriidae",""
"661551","occ","","","71270","Gomphotheriidae","family","43240","Late Pleistocene","","0.126","0.0117","23943","Chordata","Mammalia","Proboscidea","Gomphotheriidae",""
"661583","occ","","","71275","Haplomastodon chimborazi","species","247634","Pleistocene","","2.588","0.0117","24082","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Haplomastodon"
"661589","occ","","","71276","Haplomastodon chimborazi","species","247634","Pleistocene","","2.588","0.0117","24084","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Haplomastodon"
"661596","occ","","","71277","Mammutidae","family","43273","Late Pleistocene","","0.126","0.0117","23923","Chordata","Mammalia","Proboscidea","Mammutidae",""
"661597","occ","","","71277","Mammuthus","genus","43266","Late Pleistocene","","0.126","0.0117","23923","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"661606","occ","30860","","71278","Cuvieronius","genus","43244","Late Pleistocene","","0.126","0.0117","54381","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Cuvieronius"
"661621","occ","","","71280","Mammutidae","family","43273","Late Pleistocene","","0.126","0.0117","23939","Chordata","Mammalia","Proboscidea","Mammutidae",""
"661625","occ","","","71282","Stegomastodon","genus","43258","Late Pleistocene","","0.126","0.0117","23881","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Stegomastodon"
"661626","occ","","","71282","Haplomastodon","genus","43248","Late Pleistocene","","0.126","0.0117","23881","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Haplomastodon"
"661627","occ","","","71283","Haplomastodon","genus","43248","Late Pleistocene","","0.126","0.0117","23881","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Haplomastodon"
"661628","occ","","","71283","Stegomastodon","genus","43258","Late Pleistocene","","0.126","0.0117","23881","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Stegomastodon"
"661667","occ","","","71288","Stegomastodon","genus","43258","Ensenadan","Lujanian","1.2","0.012","24007","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Stegomastodon"
"661673","occ","","","71290","Haplomastodon","genus","43248","Lujanian","","0.781","0.012","24007","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Haplomastodon"
"661682","occ","","","71291","Haplomastodon chimborazi","species","247634","Lujanian","","0.781","0.012","24108","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Haplomastodon"
"661698","occ","","","71292","Stegomastodon","genus","43258","Pleistocene","","2.588","0.0117","23917","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Stegomastodon"
"661703","occ","","","71293","Haplomastodon chimborazi","species","247634","Pleistocene","","2.588","0.0117","24081","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Haplomastodon"
"661706","occ","","","71294","Cuvieronius","genus","43244","Late Pleistocene","","0.126","0.0117","23961","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Cuvieronius"
"661745","occ","","","71299","Haplomastodon","genus","43248","Pleistocene","","2.588","0.0117","24084","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Haplomastodon"
"661816","occ","","","71303","Stegomastodon","genus","43258","Lujanian","","0.781","0.012","24010","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Stegomastodon"
"661891","occ","","","71312","Cuvieronius","genus","43244","Late Pleistocene","","0.126","0.0117","23972","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Cuvieronius"
"661968","occ","","","71316","Anancinae","subfamily","117323","Late Pleistocene","","0.126","0.0117","23892","Chordata","Mammalia","Proboscidea","Gomphotheriidae",""
"661976","occ","","","71317","Proboscidea","order","43230","Pleistocene","","2.588","0.0117","24069","Chordata","Mammalia","Proboscidea","",""
"661984","occ","","","71318","Mammuthus","genus","43266","Pleistocene","","2.588","0.0117","24036","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"661986","occ","","","71319","Mammuthus","genus","43266","Pleistocene","","2.588","0.0117","24036","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"661989","occ","","","71320","Mammuthus","genus","43266","Pleistocene","","2.588","0.0117","24036","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"662007","occ","","","71322","Stegomastodon","genus","43258","Ensenadan","","1.2","0.781","23916","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Stegomastodon"
"662014","occ","","","71323","Gomphotheriidae","family","43240","Ensenadan","","1.2","0.781","23916","Chordata","Mammalia","Proboscidea","Gomphotheriidae",""
"662082","occ","","","71332","Haplomastodon","genus","43248","Late Pleistocene","","0.126","0.0117","23910","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Haplomastodon"
"662151","occ","","","71335","Haplomastodon chimborazi","species","247634","Late Pleistocene","","0.126","0.0117","24109","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Haplomastodon"
"662254","occ","","","71346","Haplomastodon","genus","43248","Late Pleistocene","","0.126","0.0117","24009","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Haplomastodon"
"662314","occ","","","71350","Haplomastodon chimborazi","species","247634","Late Pleistocene","","0.126","0.0117","24075","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Haplomastodon"
"663420","occ","","","71439","Prodeinotherium pentapotamiae","species","104731","Langhian","","15.97","13.82","24155","Chordata","Mammalia","Proboscidea","Deinotheriidae","Prodeinotherium"
"663421","occ","","","71439","Gomphotheriidae","family","43240","Langhian","","15.97","13.82","24155","Chordata","Mammalia","Proboscidea","Gomphotheriidae",""
"663429","occ","","","71440","Gomphotheriidae","family","43240","Serravallian","","13.82","11.62","24155","Chordata","Mammalia","Proboscidea","Gomphotheriidae",""
"663439","occ","","","71442","Prodeinotherium pentapotamiae","species","104731","Langhian","","15.97","13.82","24155","Chordata","Mammalia","Proboscidea","Deinotheriidae","Prodeinotherium"
"663440","occ","","","71443","Prodeinotherium pentapotamiae","species","104731","Langhian","","15.97","13.82","24155","Chordata","Mammalia","Proboscidea","Deinotheriidae","Prodeinotherium"
"663441","occ","","","71444","Prodeinotherium pentapotamiae","species","104731","Langhian","","15.97","13.82","24155","Chordata","Mammalia","Proboscidea","Deinotheriidae","Prodeinotherium"
"663442","occ","","","71447","Prodeinotherium pentapotamiae","species","104731","Serravallian","","13.82","11.62","24155","Chordata","Mammalia","Proboscidea","Deinotheriidae","Prodeinotherium"
"663443","occ","","","71449","Prodeinotherium pentapotamiae","species","104731","Serravallian","","13.82","11.62","24155","Chordata","Mammalia","Proboscidea","Deinotheriidae","Prodeinotherium"
"663444","occ","","","71450","Prodeinotherium pentapotamiae","species","104731","Serravallian","","13.82","11.62","24155","Chordata","Mammalia","Proboscidea","Deinotheriidae","Prodeinotherium"
"663445","occ","","","71451","Prodeinotherium pentapotamiae","species","104731","Serravallian","","13.82","11.62","24155","Chordata","Mammalia","Proboscidea","Deinotheriidae","Prodeinotherium"
"663468","occ","","","71444","Zygolophodon","genus","95509","Langhian","","15.97","13.82","24155","Chordata","Mammalia","Proboscidea","Mammutidae","Zygolophodon"
"663469","occ","","","71447","Zygolophodon","genus","95509","Serravallian","","13.82","11.62","24155","Chordata","Mammalia","Proboscidea","Mammutidae","Zygolophodon"
"663470","occ","","","71449","Stegolophodon","genus","43272","Serravallian","","13.82","11.62","24155","Chordata","Mammalia","Proboscidea","Stegodontidae","Stegolophodon"
"663471","occ","","","71450","Stegolophodon","genus","43272","Serravallian","","13.82","11.62","24155","Chordata","Mammalia","Proboscidea","Stegodontidae","Stegolophodon"
"663472","occ","","","71443","Amebelodontinae","subfamily","67865","Langhian","","15.97","13.82","24155","Chordata","Mammalia","Proboscidea","Gomphotheriidae",""
"663473","occ","","","71444","Amebelodontinae","subfamily","67865","Langhian","","15.97","13.82","24155","Chordata","Mammalia","Proboscidea","Gomphotheriidae",""
"663474","occ","","","71448","Amebelodontinae","subfamily","67865","Serravallian","","13.82","11.62","24155","Chordata","Mammalia","Proboscidea","Gomphotheriidae",""
"663475","occ","","","71449","Amebelodontinae","subfamily","67865","Serravallian","","13.82","11.62","24155","Chordata","Mammalia","Proboscidea","Gomphotheriidae",""
"663476","occ","","","71450","Amebelodontinae","subfamily","67865","Serravallian","","13.82","11.62","24155","Chordata","Mammalia","Proboscidea","Gomphotheriidae",""
"663477","occ","","","71442","Proboscidea","order","43230","Langhian","","15.97","13.82","24155","Chordata","Mammalia","Proboscidea","",""
"663478","occ","","","71443","Proboscidea","order","43230","Langhian","","15.97","13.82","24155","Chordata","Mammalia","Proboscidea","",""
"663479","occ","","","71444","Proboscidea","order","43230","Langhian","","15.97","13.82","24155","Chordata","Mammalia","Proboscidea","",""
"663480","occ","","","71445","Proboscidea","order","43230","Langhian","","15.97","13.82","24155","Chordata","Mammalia","Proboscidea","",""
"663481","occ","","","71446","Proboscidea","order","43230","Langhian","","15.97","13.82","24155","Chordata","Mammalia","Proboscidea","",""
"663482","occ","","","71447","Proboscidea","order","43230","Serravallian","","13.82","11.62","24155","Chordata","Mammalia","Proboscidea","",""
"663483","occ","","","71448","Proboscidea","order","43230","Serravallian","","13.82","11.62","24155","Chordata","Mammalia","Proboscidea","",""
"663484","occ","","","71449","Proboscidea","order","43230","Serravallian","","13.82","11.62","24155","Chordata","Mammalia","Proboscidea","",""
"663485","occ","","","71450","Proboscidea","order","43230","Serravallian","","13.82","11.62","24155","Chordata","Mammalia","Proboscidea","",""
"663486","occ","","","71451","Proboscidea","order","43230","Serravallian","","13.82","11.62","24155","Chordata","Mammalia","Proboscidea","",""
"663487","occ","","","71453","Proboscidea","order","43230","Langhian","","15.97","13.82","24155","Chordata","Mammalia","Proboscidea","",""
"663488","occ","","","71454","Proboscidea","order","43230","Langhian","","15.97","13.82","24155","Chordata","Mammalia","Proboscidea","",""
"663489","occ","","","71455","Proboscidea","order","43230","Serravallian","Tortonian","13.82","7.246","24155","Chordata","Mammalia","Proboscidea","",""
"663490","occ","","","71456","Proboscidea","order","43230","Serravallian","Tortonian","13.82","7.246","24155","Chordata","Mammalia","Proboscidea","",""
"664412","occ","","","71580","Stegodontidae","family","43270","MN 7 + 8","MN 9","12.75","9.7","24182","Chordata","Mammalia","Proboscidea","Stegodontidae",""
"664454","occ","","","71584","Mammut","genus","43274","Pleistocene","","2.588","0.0117","19694","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"664460","occ","","","71584","Gomphotheriidae","family","43240","Pleistocene","","2.588","0.0117","19694","Chordata","Mammalia","Proboscidea","Gomphotheriidae",""
"664466","occ","","","71588","Mammut","genus","43274","Pleistocene","","2.588","0.0117","19694","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"664467","occ","","","71589","Mammut","genus","43274","Pleistocene","","2.588","0.0117","19694","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"664470","occ","","","71590","Cuvieronius","genus","43244","Pleistocene","","2.588","0.0117","19694","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Cuvieronius"
"664473","occ","","","71592","Mammut","genus","43274","Pleistocene","","2.588","0.0117","19694","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"664475","occ","","","71593","Mammut","genus","43274","Pleistocene","","2.588","0.0117","19694","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"666292","occ","","","37788","Mammuthus columbi","species","46017","Late Pleistocene","","0.126","0.0117","24248","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"667134","occ","","","71873","Gomphotherium","genus","43247","MN 4","","16.9","15.97","24290","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Gomphotherium"
"667188","occ","","","68547","Deinotherium giganteum","species","90204","MN 5","","15.97","13.65","24292","Chordata","Mammalia","Proboscidea","Deinotheriidae","Deinotherium"
"667189","occ","","","68547","Gomphotherium angustidens","species","157812","MN 5","","15.97","13.65","24292","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Gomphotherium"
"667806","occ","","","71941","Palaeomastodon","genus","43251","Chattian","","28.1","23.03","24322","Chordata","Mammalia","Proboscidea","","Palaeomastodon"
"667807","occ","","","71941","Palaeomastodon","genus","43251","Chattian","","28.1","23.03","24322","Chordata","Mammalia","Proboscidea","","Palaeomastodon"
"667808","occ","28829","","71941","Phiomia major","species","100794","Chattian","","28.1","23.03","24375","Chordata","Mammalia","Proboscidea","Phiomiidae","Phiomia"
"667809","occ","","","71941","Gomphotherium","genus","43247","Chattian","","28.1","23.03","24322","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Gomphotherium"
"667810","occ","28828","","71941","Chilgatherium harrisi","species","100793","Chattian","","28.1","23.03","24375","Chordata","Mammalia","Proboscidea","Deinotheriidae","Chilgatherium"
"667881","occ","21513","","71984","Numidotherium koholense","species","157870","Ypresian","","56","47.8","29524","Chordata","Mammalia","Proboscidea","Numidotheriidae","Numidotherium"
"679227","occ","","","73299","Deinotherium giganteum","species","90204","Sarmatian","","12.7","11.608","24615","Chordata","Mammalia","Proboscidea","Deinotheriidae","Deinotherium"
"679228","occ","","","73299","Proboscidea","order","43230","Sarmatian","","12.7","11.608","24615","Chordata","Mammalia","Proboscidea","",""
"683553","occ","","","73686","Elephas","genus","43264","Late Pleistocene","","0.126","0.0117","24700","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas"
"683590","occ","","","73692","Mammuthus","genus","43266","Late Pleistocene","","0.126","0.0117","24706","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"683591","occ","","","73692","Mammuthus primigenius","species","46027","Late Pleistocene","","0.126","0.0117","24706","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"683607","occ","","","73700","Mammuthus","genus","43266","Late Pleistocene","","0.126","0.0117","24706","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"683630","occ","","","73718","Mammuthus","genus","43266","Late Pleistocene","","0.126","0.0117","24706","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"683631","occ","","","73719","Mammuthus","genus","43266","Late Pleistocene","","0.126","0.0117","24706","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"683963","occ","","","73752","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","2588","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"684228","occ","","","73757","Palaeoloxodon antiquus","species","159781","Middle Pleistocene","","0.781","0.126","24726","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas"
"684229","occ","","","73758","Palaeoloxodon antiquus","species","159781","Middle Pleistocene","","0.781","0.126","24726","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas"
"684230","occ","","","73759","Palaeoloxodon antiquus","species","159781","Middle Pleistocene","","0.781","0.126","24726","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas"
"684231","occ","","","73760","Palaeoloxodon antiquus","species","159781","Middle Pleistocene","","0.781","0.126","24726","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas"
"684232","occ","","","73761","Palaeoloxodon antiquus","species","159781","Middle Pleistocene","","0.781","0.126","24726","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas"
"684233","occ","","","73762","Palaeoloxodon antiquus","species","159781","Middle Pleistocene","","0.781","0.126","24726","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas"
"684234","occ","","","73763","Palaeoloxodon antiquus","species","159781","Middle Pleistocene","","0.781","0.126","24726","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas"
"684235","occ","","","73757","Elephas","genus","43264","Middle Pleistocene","","0.781","0.126","24726","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas"
"684236","occ","","","73761","Elephas","genus","43264","Middle Pleistocene","","0.781","0.126","24726","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas"
"685630","occ","19493","","73842","Cuvieronius tropicus","species","45650","Pliocene","","5.333","2.588","19636","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Cuvieronius"
"686188","occ","19496","","73861","Proboscidea","order","43230","MN 4","MN 5","16.9","13.65","19636","Chordata","Mammalia","Proboscidea","",""
"686552","occ","","","73864","Deinotherium","genus","43280","MN 3","","20","16.9","24790","Chordata","Mammalia","Proboscidea","Deinotheriidae","Deinotherium"
"686566","occ","","","73869","Choerolophodon pentelici","species","90205","MN 11","","8.7","7.75","24807","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Choerolophodon"
"687019","occ","","","73901","Tetralophodon longirostris","species","90208","Tortonian","","11.62","7.246","24838","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Tetralophodon"
"687020","occ","","","73901","Mammut","genus","43274","Tortonian","","11.62","7.246","24838","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"687021","occ","","","73901","Mammut","genus","43274","Tortonian","","11.62","7.246","24838","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"687022","occ","","","73901","Deinotherium giganteum","species","90204","Tortonian","","11.62","7.246","24838","Chordata","Mammalia","Proboscidea","Deinotheriidae","Deinotherium"
"688007","occ","","","73996","Prodeinotherium bavaricum","species","96590","MN 6","","13.65","12.75","24841","Chordata","Mammalia","Proboscidea","Deinotheriidae","Prodeinotherium"
"689836","occ","","","74141","Mammuthus","genus","43266","Late Pleistocene","","0.126","0.0117","24884","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"689845","occ","","","74142","Mammut americanum","species","46016","Late Pleistocene","","0.126","0.0117","24885","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"689855","occ","","","74144","Mammuthus columbi","species","46017","Late Pleistocene","","0.126","0.0117","1316","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"690427","occ","","","74236","Mammut americanum","species","46016","Pleistocene","","2.588","0.0117","24936","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"690431","occ","","","74239","Mammut americanum","species","46016","Pleistocene","","2.588","0.0117","24936","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"690438","occ","","","74240","Mammuthus primigenius","species","46027","Pleistocene","","2.588","0.0117","24936","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"690451","occ","","","74241","Mammut americanum","species","46016","Pleistocene","","2.588","0.0117","24936","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"690455","occ","","","74243","Mammut americanum","species","46016","Pleistocene","","2.588","0.0117","24936","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"690459","occ","19568","","74245","Mammuthus","genus","43266","Pleistocene","","2.588","0.0117","19636","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"690481","occ","","","74246","Mammut americanum","species","46016","Pleistocene","","2.588","0.0117","24936","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"690647","occ","","","59062","Proboscidea","order","43230","Pleistocene","","2.588","0.0117","24917","Chordata","Mammalia","Proboscidea","",""
"690652","occ","19569","","74293","Mammuthus","genus","43266","Late Pleistocene","","0.126","0.0117","19636","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"690657","occ","","","74294","Mammut","genus","43274","Late Pleistocene","","0.126","0.0117","24949","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"690883","occ","","","74336","Mammuthus","genus","43266","Middle Pleistocene","","0.781","0.126","24963","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"691166","occ","19588","","74471","Gomphotheriidae","family","43240","Late Pleistocene","","0.126","0.0117","19636","Chordata","Mammalia","Proboscidea","Gomphotheriidae",""
"691167","occ","","","74471","Mammuthus columbi","species","46017","Late Pleistocene","","0.126","0.0117","24064","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"691266","occ","","","74478","Mammuthus columbi","species","46017","Late Pleistocene","","0.126","0.0117","24985","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"691631","occ","","","74498","Mammuthus","genus","43266","Rancholabrean","","0.3","0.012","24994","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"693593","occ","","","74737","Moeritherium lyonsi","species","86190","Priabonian","","38","33.9","26770","Chordata","Mammalia","Proboscidea","Moeritheriidae","Moeritherium"
"693605","occ","","","40516","Moeritherium","genus","43238","Late Eocene","","37.2","33.9","6026","Chordata","Mammalia","Proboscidea","Moeritheriidae","Moeritherium"
"694438","occ","","","74792","Proboscidea","order","43230","Barstovian","","15.97","13.6","25194","Chordata","Mammalia","Proboscidea","",""
"698467","occ","","","75033","Mammuthus primigenius","species","46027","Middle Pleistocene","","0.781","0.126","25309","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"698468","occ","","","75034","Mammuthus primigenius","species","46027","Late Pleistocene","","0.126","0.0117","25310","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"698469","occ","","","75035","Mammuthus primigenius","species","46027","Late Pleistocene","","0.126","0.0117","25311","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"698709","occ","","","75044","Mammuthus primigenius","species","46027","Late Pleistocene","","0.126","0.0117","25314","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"698943","occ","","","75053","Mammut americanum","species","46016","Pleistocene","","2.588","0.0117","25319","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"698982","occ","","","75058","Gomphotherium","genus","43247","Middle Miocene","","15.97","11.608","24838","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Gomphotherium"
"698984","occ","","","75058","Mammut","genus","43274","Middle Miocene","","15.97","11.608","24838","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"699016","occ","19636","","75059","Proboscidea","order","43230","Miocene","","23.03","5.333","19636","Chordata","Mammalia","Proboscidea","",""
"699224","occ","","","75069","Tetrabelodon angustidens","species","104414","Middle Miocene","","15.97","11.608","24838","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Gomphotherium"
"699347","occ","19639","","56733","Mammuthus meridionalis","species","46026","Early Pleistocene","","2.588","0.781","25340","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus"
"699386","occ","19657","","75087","Tetralophodon longirostris","species","90208","MN 11","","8.7","7.75","25370","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Tetralophodon"
"699387","occ","19658","","75087","Deinotherium giganteum","species","90204","MN 11","","8.7","7.75","25370","Chordata","Mammalia","Proboscidea","Deinotheriidae","Deinotherium"
"699396","occ","","","75089","Tetralophodon longirostris","species","90208","Tortonian","","11.62","7.246","24838","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Tetralophodon"
"699773","occ","","","75169","Deinotherium giganteum","species","90204","MN 11","","8.7","7.75","25370","Chordata","Mammalia","Proboscidea","Deinotheriidae","Deinotherium"
"706244","occ","","","75787","Deinotherium giganteum","species","90204","Serravallian","","13.82","11.62","24838","Chordata","Mammalia","Proboscidea","Deinotheriidae","Deinotherium"
"706253","occ","","","60268","Mammut","genus","43274","MN 9","","11.1","9.7","24838","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"706297","occ","","","75794","Tetralophodon longirostris","species","90208","Tortonian","","11.62","7.246","24838","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Tetralophodon"
"706298","occ","","","75794","Zygolophodon turicensis","species","95513","Tortonian","","11.62","7.246","24838","Chordata","Mammalia","Proboscidea","Mammutidae","Zygolophodon"
"706299","occ","","","75794","Deinotherium giganteum","species","90204","Tortonian","","11.62","7.246","24838","Chordata","Mammalia","Proboscidea","Deinotheriidae","Deinotherium"
"706337","occ","","","75797","Mammut","genus","43274","Tortonian","","11.62","7.246","24838","Chordata","Mammalia","Proboscidea","Mammutidae","Mammut"
"706338","occ","","","75797","Tetralophodon longirostris","species","90208","Tortonian","","11.62","7.246","24838","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Tetralophodon"
